
RIDE SUMMARY,
Total Time, 51.3, Minutes, 
Total Distance, 30.70, MI, 
AVG Power, 302, 
MAX Power, 527, 
AVG RPM, 72, 
MAX RPM, 125, 
AVG HR, 128, 
MAX HR, 159, 
CAL, 0, 

STAGE_1_SUMMARY,
Stage Time, 43.8, Minutes, 
Total Distance, 27.75, MI, 
AVG Power, 317, 
MAX Power, 527, 
AVG HR, 132, 
MAX HR, 159, 

STAGE_2_SUMMARY,
Stage Time,  0.6, Minutes, 
Total Distance, 0.01, MI, 
AVG Power, 8, 
MAX Power, 20, 
AVG HR, 133, 
MAX HR, 135, 

RIDE DATA, 
Power, RPM, HR, DISTANCE,
182,68,0,0.00,
213,76,0,0.01,
221,76,0,0.02,
221,76,0,0.05,
221,76,0,0.07,
218,76,0,0.09,
217,76,39,0.11,
179,71,60,0.13,
214,78,85,0.16,
214,76,88,0.18,
206,74,88,0.20,
204,73,92,0.22,
195,72,92,0.24,
193,70,0,0.26,
186,70,95,0.28,
185,70,95,0.30,
199,72,95,0.32,
215,76,95,0.34,
215,76,96,0.36,
225,78,97,0.38,
225,78,97,0.40,
218,76,98,0.42,
219,77,99,0.44,
229,76,99,0.47,
229,76,99,0.49,
198,73,100,0.51,
201,73,100,0.53,
207,75,101,0.55,
212,76,102,0.57,
216,75,103,0.59,
199,74,104,0.62,
202,74,103,0.64,
214,76,102,0.66,
223,76,102,0.68,
227,77,102,0.70,
221,76,101,0.72,
221,76,101,0.75,
216,75,101,0.77,
220,77,100,0.79,
225,78,100,0.81,
216,77,100,0.83,
224,77,99,0.86,
224,77,99,0.88,
227,77,99,0.90,
218,77,99,0.92,
223,77,100,0.95,
233,79,101,0.97,
225,76,102,0.99,
215,76,103,1.01,
211,75,103,1.04,
221,77,0,1.06,
216,76,102,1.08,
221,77,101,1.10,
216,77,99,1.12,
221,77,99,1.14,
216,77,100,1.17,
226,78,101,1.19,
225,77,102,1.21,
216,76,103,1.23,
177,68,103,1.25,
177,68,0,1.28,
229,78,0,1.30,
223,77,102,1.31,
218,76,102,1.34,
214,76,101,1.36,
214,76,102,1.38,
219,77,102,1.40,
224,78,102,1.42,
219,77,102,1.45,
218,76,102,1.47,
235,77,102,1.49,
218,75,102,1.51,
197,73,101,1.54,
208,73,101,1.56,
196,73,100,1.58,
189,71,100,1.60,
180,70,101,1.62,
182,70,101,1.64,
192,70,0,1.65,
180,71,101,1.67,
203,73,102,1.69,
223,76,102,1.71,
230,78,101,1.73,
217,78,101,1.75,
218,77,102,1.78,
227,77,103,1.80,
226,76,103,1.82,
221,75,103,1.84,
217,75,103,1.87,
222,76,102,1.89,
222,76,102,1.91,
227,77,102,1.93,
168,67,101,1.95,
231,78,101,1.98,
229,77,100,2.00,
230,78,0,2.02,
221,77,100,2.04,
229,77,100,2.07,
207,76,101,2.09,
211,77,102,2.11,
214,78,102,2.13,
224,78,103,2.15,
223,78,103,2.18,
229,78,102,2.20,
235,80,102,2.22,
243,80,102,2.24,
236,79,0,2.27,
233,77,104,2.29,
224,76,105,2.32,
230,77,105,2.34,
214,78,106,2.36,
232,79,106,2.38,
227,79,0,2.40,
240,79,106,2.43,
245,80,106,2.45,
244,79,106,2.48,
239,80,105,2.50,
240,80,105,2.52,
248,82,105,2.55,
258,83,105,2.57,
271,82,106,2.60,
241,80,0,2.62,
235,80,106,2.65,
238,80,108,2.67,
242,81,109,2.70,
312,94,109,2.72,
296,91,110,2.75,
285,89,110,2.77,
279,87,110,2.80,
263,84,111,2.83,
258,84,112,2.86,
265,85,112,2.89,
266,86,113,2.91,
257,84,113,2.94,
270,85,113,2.96,
257,84,113,2.98,
262,85,113,3.01,
262,86,112,3.03,
278,88,112,3.06,
278,88,0,3.09,
278,88,113,3.11,
226,79,113,3.14,
293,91,114,3.17,
287,90,115,3.20,
209,75,115,3.22,
353,90,115,3.25,
347,89,115,3.28,
324,87,115,3.31,
308,85,115,3.35,
298,86,115,3.38,
324,86,115,3.41,
283,86,118,3.44,
231,77,119,3.47,
252,81,119,3.50,
306,91,119,3.52,
293,90,120,3.55,
293,89,121,3.58,
294,91,122,3.61,
298,90,122,3.64,
293,89,122,3.67,
353,86,122,3.70,
343,86,122,3.73,
335,85,122,3.76,
326,83,121,3.80,
328,84,121,3.83,
341,82,122,3.86,
280,82,122,3.90,
270,82,123,3.93,
296,84,124,3.96,
307,85,125,3.99,
310,84,124,4.02,
292,82,124,4.05,
291,82,124,4.08,
283,83,124,4.11,
287,82,124,4.14,
302,84,124,4.16,
345,82,124,4.19,
337,83,124,4.23,
360,87,124,4.26,
385,88,124,4.29,
383,86,124,4.33,
361,85,124,4.37,
370,88,124,4.41,
398,90,126,4.44,
340,89,127,4.48,
299,86,128,4.52,
298,86,128,4.56,
265,79,128,4.59,
377,89,129,4.62,
359,85,130,4.65,
353,83,131,4.68,
343,85,132,4.72,
359,84,132,4.75,
330,70,132,4.79,
272,63,132,4.82,
314,68,133,4.85,
314,68,133,4.88,
293,64,133,4.91,
277,62,132,4.94,
313,68,132,4.97,
306,68,132,5.00,
251,60,132,5.03,
261,62,132,5.06,
250,59,132,5.09,
252,66,133,5.12,
286,65,133,5.14,
243,60,133,5.17,
242,58,132,5.20,
405,63,131,5.22,
409,56,131,5.25,
344,64,0,5.29,
323,50,0,5.33,
241,52,129,5.37,
327,66,128,5.41,
322,66,126,5.43,
346,75,127,5.46,
323,66,126,5.50,
325,66,128,5.53,
339,67,129,5.57,
356,68,131,5.60,
355,68,133,5.64,
364,69,135,5.67,
223,53,135,5.71,
288,60,135,5.74,
248,56,135,5.77,
238,56,135,5.79,
246,56,136,5.82,
306,63,138,5.85,
277,55,138,5.87,
260,54,137,5.90,
280,55,137,5.93,
302,56,137,5.95,
384,61,137,5.98,
406,53,136,6.01,
343,53,135,6.05,
363,56,135,6.09,
317,51,135,6.12,
237,53,135,6.16,
326,62,0,6.20,
356,65,136,6.23,
385,69,137,6.26,
405,70,138,6.29,
384,68,139,6.33,
384,68,139,6.37,
325,63,141,6.41,
335,63,141,6.45,
343,64,141,6.48,
271,56,142,6.52,
258,55,142,6.55,
258,55,142,6.58,
208,49,143,6.60,
226,53,143,6.63,
323,62,143,6.65,
334,64,143,6.68,
365,65,142,6.71,
336,63,142,6.74,
391,69,142,6.78,
383,75,141,6.81,
459,74,142,6.85,
369,67,141,6.89,
215,50,142,6.94,
221,51,142,6.97,
310,62,142,7.00,
344,64,142,7.02,
332,64,142,7.05,
326,66,142,7.09,
344,70,142,7.12,
364,82,141,7.15,
366,82,141,7.18,
320,74,140,7.22,
313,74,139,7.26,
310,73,140,7.29,
293,70,140,7.32,
259,66,141,7.35,
257,65,142,7.38,
244,64,142,7.40,
254,67,141,7.43,
309,62,141,7.45,
