
RIDE SUMMARY,
Total Time, 50.6, Minutes, 
Total Distance, 22.51, MI, 
AVG Power, 356, 
MAX Power, 718, 
AVG RPM, 69, 
MAX RPM, 103, 
AVG HR, 134, 
MAX HR, 155, 
CAL, 0, 

STAGE_1_SUMMARY,
Stage Time,  0.0, Minutes, 
Total Distance, 0.00, MI, 
AVG Power, 269, 
MAX Power, 254, 
AVG HR, 0, 
MAX HR, 0, 

STAGE_2_SUMMARY,
Stage Time, 43.7, Minutes, 
Total Distance, 19.93, MI, 
AVG Power, 379, 
MAX Power, 718, 
AVG HR, 140, 
MAX HR, 155, 

RIDE DATA, 
Power, RPM, HR, DISTANCE,
19,80,0,0.00,
29,93,0,0.00,
182,94,0,0.01,
203,86,62,0.02,
192,85,64,0.04,
191,84,67,0.06,
184,81,77,0.07,
178,79,79,0.09,
141,71,80,0.11,
142,71,78,0.13,
145,72,77,0.14,
150,71,76,0.16,
153,71,77,0.17,
148,71,78,0.19,
144,70,78,0.21,
137,71,79,0.22,
142,73,79,0.24,
158,73,79,0.26,
141,74,79,0.27,
146,74,81,0.29,
151,74,82,0.31,
148,73,84,0.32,
140,73,85,0.34,
144,72,85,0.36,
143,71,86,0.37,
136,71,86,0.39,
145,72,86,0.40,
161,74,86,0.42,
165,75,86,0.44,
167,75,86,0.45,
164,76,86,0.47,
219,83,86,0.49,
216,74,86,0.51,
175,72,86,0.52,
166,71,86,0.54,
172,72,87,0.56,
197,77,88,0.58,
195,78,88,0.59,
208,80,88,0.61,
202,79,88,0.63,
201,77,88,0.65,
195,77,88,0.67,
189,76,89,0.69,
182,76,90,0.70,
188,76,90,0.72,
183,74,89,0.74,
176,73,88,0.76,
161,72,88,0.78,
180,73,86,0.79,
180,74,85,0.81,
179,73,84,0.83,
186,74,84,0.85,
199,74,84,0.86,
181,73,85,0.88,
178,71,88,0.90,
180,71,88,0.92,
176,72,89,0.93,
173,72,88,0.95,
180,72,88,0.97,
172,73,87,0.99,
172,72,86,1.00,
172,72,85,1.02,
182,73,85,1.04,
171,73,84,1.06,
