
RIDE SUMMARY,
Total Time, 49.5, Minutes, 
Total Distance, 20.38, MI, 
AVG Power, 291, 
MAX Power, 699, 
AVG RPM, 73, 
MAX RPM, 92, 
AVG HR, 144, 
MAX HR, 164, 
CAL, 0, 

STAGE_1_SUMMARY,
Stage Time, 46.2, Minutes, 
Total Distance, -nan, MI, 
AVG Power, 301, 
MAX Power, 699, 
AVG HR, 147, 
MAX HR, 164, 

RIDE DATA, 
Power, RPM, HR, DISTANCE,
122,67,0,0.00,
185,81,0,0.01,
184,80,0,0.03,
174,78,0,0.04,
142,76,0,0.06,
156,84,21,0.08,
159,83,43,0.10,
151,82,65,0.11,
138,81,89,0.13,
147,80,89,0.14,
147,81,91,0.16,
150,82,92,0.18,
140,81,95,0.19,
129,78,95,0.21,
131,77,96,0.23,
134,77,96,0.24,
135,77,97,0.26,
126,76,98,0.27,
130,76,99,0.29,
130,76,99,0.31,
134,85,99,0.32,
136,78,99,0.34,
135,77,99,0.35,
132,76,102,0.37,
128,76,102,0.38,
127,77,103,0.40,
128,76,103,0.42,
127,75,102,0.43,
123,74,101,0.45,
122,74,101,0.46,
122,74,101,0.48,
120,74,101,0.49,
120,74,101,0.51,
120,73,101,0.52,
119,75,102,0.54,
145,81,102,0.55,
142,82,102,0.57,
144,82,101,0.59,
145,82,101,0.60,
139,80,101,0.62,
138,80,102,0.64,
138,80,102,0.65,
139,80,102,0.67,
136,79,101,0.68,
132,77,100,0.70,
127,76,99,0.72,
127,76,96,0.73,
164,89,95,0.75,
197,89,93,0.76,
193,88,95,0.78,
188,86,98,0.80,
182,85,100,0.82,
178,84,104,0.83,
177,83,104,0.85,
175,84,105,0.87,
180,85,107,0.89,
180,85,108,0.90,
180,85,109,0.92,
176,84,109,0.94,
176,84,109,0.96,
176,84,108,0.98,
176,85,106,0.99,
167,81,102,1.01,
166,82,102,1.03,
203,89,102,1.04,
238,88,102,1.06,
260,89,99,1.08,
260,90,100,1.10,
260,91,100,1.12,
269,91,99,1.14,
269,91,98,1.16,
263,89,99,1.18,
254,88,99,1.20,
258,87,100,1.22,
248,86,102,1.24,
245,86,105,1.26,
239,84,107,1.28,
233,84,110,1.30,
238,85,106,1.32,
246,88,99,1.34,
257,89,96,1.36,
252,88,97,1.38,
249,88,98,1.40,
299,89,99,1.42,
305,89,102,1.44,
285,86,102,1.46,
283,85,102,1.48,
283,87,101,1.51,
282,86,101,1.53,
272,85,99,1.55,
276,85,98,1.57,
280,85,97,1.59,
276,85,95,1.61,
274,85,95,1.63,
270,84,95,1.65,
270,84,95,1.67,
270,84,96,1.69,
274,85,96,1.71,
280,86,97,1.73,
280,86,100,1.75,
280,86,99,1.77,
286,87,103,1.79,
291,88,106,1.81,
286,87,111,1.83,
280,86,118,1.86,
276,86,130,1.88,
283,87,133,1.90,
290,88,133,1.92,
271,89,134,1.94,
288,88,135,1.96,
288,88,136,1.98,
288,88,137,2.00,
288,88,137,2.02,
293,89,138,2.04,
293,89,138,2.06,
294,89,138,2.08,
287,88,137,2.10,
282,87,135,2.13,
287,88,136,2.15,
286,88,137,2.17,
283,87,138,2.19,
287,89,139,2.21,
298,90,139,2.23,
292,89,140,2.25,
287,88,140,2.27,
287,88,140,2.29,
287,88,140,2.31,
286,87,141,2.33,
281,87,141,2.35,
281,87,142,2.38,
281,87,142,2.40,
281,87,142,2.42,
276,86,142,2.44,
276,86,141,2.46,
276,86,142,2.48,
276,86,142,2.50,
299,85,142,2.52,
351,63,142,2.54,
331,60,142,2.56,
309,57,141,2.59,
301,57,141,2.61,
301,58,140,2.63,
312,58,140,2.65,
293,56,140,2.67,
267,54,141,2.69,
290,56,143,2.71,
299,57,143,2.73,
284,60,144,2.76,
311,76,144,2.78,
310,75,144,2.80,
307,75,144,2.82,
323,75,144,2.84,
311,76,144,2.86,
329,76,144,2.88,
325,76,144,2.90,
327,76,144,2.93,
320,76,144,2.95,
305,75,144,2.97,
319,75,144,2.99,
319,75,144,3.01,
319,75,145,3.03,
299,75,144,3.05,
310,74,145,3.08,
309,74,145,3.10,
313,75,145,3.12,
307,73,144,3.14,
294,72,144,3.16,
305,74,144,3.18,
312,75,144,3.20,
306,74,145,3.22,
304,74,145,3.25,
297,73,145,3.27,
304,74,145,3.29,
306,74,145,3.31,
302,73,143,3.33,
448,72,143,3.35,
306,58,142,3.37,
323,58,142,3.40,
320,58,142,3.42,
205,77,142,3.44,
314,77,142,3.46,
322,78,142,3.48,
315,76,142,3.50,
308,75,143,3.52,
303,76,143,3.54,
304,76,144,3.57,
307,76,143,3.59,
298,75,142,3.61,
296,75,142,3.63,
302,75,142,3.65,
297,75,143,3.67,
304,76,144,3.69,
311,77,145,3.71,
312,77,145,3.74,
304,76,145,3.76,
303,75,146,3.78,
297,75,145,3.80,
290,74,145,3.82,
297,75,145,3.84,
299,75,144,3.86,
298,75,144,3.88,
289,74,143,3.90,
290,75,143,3.93,
296,75,143,3.95,
296,75,142,3.97,
296,75,142,3.99,
295,75,142,4.01,
295,75,143,4.03,
289,74,143,4.05,
290,75,143,4.07,
296,75,143,4.09,
296,75,143,4.11,
294,74,143,4.14,
289,74,143,4.16,
290,74,143,4.18,
296,75,143,4.20,
303,76,143,4.22,
303,76,143,4.24,
302,76,143,4.26,
299,76,142,4.28,
302,76,142,4.30,
309,77,141,4.33,
309,77,140,4.35,
302,76,140,4.37,
296,75,140,4.39,
289,74,140,4.41,
296,74,140,4.43,
305,76,140,4.45,
326,77,141,4.47,
315,75,141,4.49,
309,74,141,4.52,
313,74,141,4.54,
323,74,141,4.56,
321,73,141,4.58,
315,74,143,4.60,
322,74,144,4.62,
322,74,145,4.65,
311,73,145,4.67,
298,73,145,4.69,
295,73,144,4.71,
298,73,143,4.73,
296,74,142,4.75,
291,73,142,4.77,
300,73,142,4.79,
308,73,142,4.82,
308,73,142,4.84,
309,73,143,4.86,
309,73,144,4.88,
300,72,144,4.90,
300,72,144,4.92,
293,71,145,4.94,
293,71,145,4.96,
300,72,144,4.99,
300,72,144,5.01,
299,71,145,5.03,
293,71,146,5.05,
284,70,146,5.07,
283,69,146,5.09,
277,69,144,5.11,
284,70,144,5.13,
285,71,144,5.15,
292,71,144,5.17,
296,72,144,5.19,
291,71,145,5.21,
304,73,146,5.24,
303,73,147,5.26,
305,73,146,5.28,
295,74,145,5.30,
285,77,145,5.32,
304,80,144,5.34,
312,80,144,5.36,
307,79,145,5.38,
288,78,145,5.41,
