
RIDE SUMMARY,
Total Time, 32.1, Minutes, 
Total Distance, 20.54, MI, 
AVG Power, 321, 
MAX Power, 514, 
AVG RPM, 66, 
MAX RPM, 113, 
AVG HR, 101, 
MAX HR, 145, 
CAL, 0, 

STAGE_1_SUMMARY,
Stage Time, 18.4, Minutes, 
Total Distance, 11.66, MI, 
AVG Power, 318, 
MAX Power, 496, 
AVG HR, 90, 
MAX HR, 145, 

STAGE_2_SUMMARY,
Stage Time, 11.9, Minutes, 
Total Distance, 8.02, MI, 
AVG Power, 338, 
MAX Power, 514, 
AVG HR, 118, 
MAX HR, 143, 

RIDE DATA, 
Power, RPM, HR, DISTANCE,
53,103,0,0.00,
202,103,0,0.00,
300,98,0,0.01,
261,96,0,0.03,
246,91,0,0.06,
217,86,0,0.09,
208,83,0,0.11,
204,83,0,0.13,
201,82,0,0.15,
191,80,0,0.17,
190,80,0,0.19,
187,79,0,0.21,
188,81,0,0.23,
267,95,0,0.25,
316,93,0,0.27,
269,88,0,0.30,
264,95,0,0.33,
270,95,0,0.35,
249,93,0,0.38,
248,94,0,0.41,
262,96,0,0.43,
268,92,0,0.46,
237,92,0,0.49,
237,92,0,0.51,
270,96,0,0.54,
271,97,0,0.56,
277,97,0,0.59,
266,94,0,0.61,
253,92,0,0.64,
243,92,0,0.67,
255,93,0,0.69,
258,93,0,0.72,
247,90,0,0.74,
233,91,0,0.77,
238,90,0,0.79,
251,93,0,0.82,
253,93,0,0.83,
251,93,0,0.86,
252,95,0,0.88,
249,93,0,0.91,
316,98,18,0.93,
273,98,56,0.96,
272,98,74,0.99,
268,97,74,1.02,
260,96,73,1.05,
260,96,73,1.07,
247,93,73,1.10,
245,93,72,1.12,
282,99,72,1.15,
293,101,72,1.18,
283,97,71,1.20,
318,97,70,1.23,
316,96,72,1.26,
301,95,74,1.29,
300,98,80,1.32,
311,96,82,1.35,
311,96,87,1.38,
283,92,88,1.41,
284,91,89,1.44,
300,94,91,1.47,
289,92,91,1.50,
289,92,91,1.53,
294,93,0,1.56,
292,92,90,1.59,
288,92,90,1.62,
292,93,87,1.65,
294,93,85,1.68,
294,93,83,1.71,
292,93,83,1.74,
292,93,82,1.76,
285,92,82,1.79,
285,93,84,1.82,
287,93,84,1.85,
287,93,90,1.88,
289,93,94,1.91,
291,94,95,1.94,
291,94,97,1.97,
285,93,97,2.00,
283,91,98,2.02,
275,91,98,2.05,
274,90,97,2.08,
281,92,95,2.11,
264,89,94,2.14,
269,87,94,2.16,
283,89,94,2.19,
289,87,94,2.22,
290,80,94,2.25,
276,77,94,2.28,
316,73,94,2.30,
305,73,95,2.33,
294,67,95,2.36,
306,67,96,2.39,
310,66,96,2.42,
305,63,95,2.45,
306,64,94,2.48,
290,63,91,2.51,
295,63,91,2.54,
292,63,92,2.57,
304,64,94,2.60,
304,64,95,2.63,
303,57,99,2.66,
245,57,103,2.69,
299,59,110,2.73,
329,61,110,2.75,
350,64,113,2.78,
358,63,112,2.81,
347,62,112,2.85,
240,51,113,2.88,
280,55,114,2.92,
289,57,115,2.94,
300,59,115,2.97,
260,54,115,3.00,
260,54,114,3.03,
260,54,115,3.06,
