
RIDE SUMMARY,
Total Time, 49.3, Minutes, 
Total Distance, 21.19, MI, 
AVG Power, 329, 
MAX Power, 637, 
AVG RPM, 76, 
MAX RPM, 100, 
AVG HR, 135, 
MAX HR, 158, 
CAL, 0, 

STAGE_1_SUMMARY,
Stage Time, 46.3, Minutes, 
Total Distance, 20.18, MI, 
AVG Power, 340, 
MAX Power, 637, 
AVG HR, 138, 
MAX HR, 158, 

RIDE DATA, 
Power, RPM, HR, DISTANCE,
95,70,0,0.00,
127,72,0,0.01,
124,81,0,0.02,
146,81,0,0.04,
146,82,0,0.06,
146,81,37,0.07,
140,80,56,0.09,
140,81,75,0.10,
143,81,78,0.12,
142,81,77,0.14,
142,81,81,0.15,
141,81,82,0.17,
141,81,84,0.18,
137,79,86,0.20,
136,78,87,0.22,
130,77,87,0.23,
128,76,88,0.25,
126,75,88,0.26,
125,75,87,0.28,
122,73,87,0.30,
118,72,87,0.31,
117,72,86,0.33,
118,73,88,0.34,
117,72,89,0.36,
118,73,91,0.37,
119,75,92,0.39,
121,74,93,0.40,
121,74,94,0.42,
122,75,95,0.43,
125,76,94,0.45,
130,85,92,0.46,
151,84,90,0.48,
149,82,88,0.50,
139,81,88,0.51,
139,80,88,0.53,
139,81,89,0.54,
140,82,90,0.56,
141,82,90,0.58,
200,82,90,0.59,
214,82,89,0.61,
212,82,90,0.63,
209,81,92,0.65,
188,80,93,0.67,
204,80,94,0.68,
195,79,94,0.70,
198,79,94,0.72,
196,79,95,0.74,
195,79,95,0.76,
193,78,97,0.78,
196,79,98,0.79,
200,80,99,0.81,
199,80,99,0.83,
196,79,100,0.85,
199,80,100,0.87,
207,82,102,0.88,
208,82,102,0.90,
212,83,103,0.92,
246,84,103,0.94,
242,84,103,0.96,
246,82,102,0.98,
238,81,102,1.00,
232,82,102,1.02,
237,82,101,1.04,
248,82,101,1.06,
236,83,102,1.08,
238,83,104,1.10,
250,85,106,1.12,
254,85,108,1.14,
233,82,107,1.16,
265,87,106,1.18,
250,86,106,1.19,
258,85,106,1.21,
254,84,106,1.23,
248,85,108,1.25,
270,87,112,1.27,
271,88,115,1.29,
286,90,115,1.31,
297,92,117,1.34,
297,92,120,1.36,
286,89,120,1.38,
276,88,121,1.40,
276,88,121,1.42,
279,89,122,1.44,
273,87,122,1.46,
257,85,122,1.48,
251,84,123,1.50,
298,93,123,1.52,
294,93,122,1.54,
289,92,121,1.56,
289,91,121,1.58,
298,90,119,1.60,
298,90,118,1.63,
296,90,118,1.65,
274,90,118,1.67,
277,90,119,1.69,
272,89,118,1.71,
267,89,117,1.73,
270,89,117,1.75,
268,89,117,1.77,
282,89,119,1.79,
282,89,120,1.81,
283,89,121,1.83,
288,90,120,1.85,
293,91,120,1.87,
296,93,118,1.89,
292,92,117,1.91,
293,91,116,1.94,
286,91,117,1.96,
303,91,118,1.98,
281,91,118,2.00,
280,90,115,2.02,
278,90,115,2.04,
296,90,112,2.06,
283,90,111,2.08,
276,90,110,2.10,
298,91,110,2.12,
290,90,111,2.14,
289,90,113,2.16,
289,90,113,2.19,
287,90,114,2.21,
282,89,113,2.23,
282,89,113,2.25,
282,89,115,2.27,
282,89,116,2.29,
281,89,118,2.31,
286,90,118,2.33,
285,90,119,2.35,
283,90,120,2.37,
283,90,120,2.39,
284,91,120,2.41,
328,91,120,2.43,
320,90,121,2.46,
308,88,122,2.48,
302,87,123,2.50,
296,87,122,2.52,
307,88,123,2.54,
307,88,123,2.56,
301,87,124,2.58,
302,88,125,2.60,
323,89,124,2.63,
322,88,123,2.65,
306,88,122,2.67,
311,88,123,2.69,
376,86,125,2.71,
362,83,127,2.73,
353,81,127,2.76,
441,69,126,2.78,
397,67,126,2.80,
325,59,124,2.83,
306,60,124,2.85,
336,62,124,2.87,
352,63,125,2.89,
338,61,127,2.91,
316,60,129,2.94,
294,58,130,2.96,
292,58,134,2.98,
311,60,137,3.00,
363,65,137,3.02,
275,56,137,3.04,
279,57,137,3.06,
285,57,137,3.08,
293,58,138,3.11,
294,59,138,3.13,
324,60,139,3.15,
313,61,139,3.17,
313,60,139,3.19,
358,65,139,3.21,
385,63,139,3.23,
372,61,140,3.26,
336,59,139,3.28,
346,60,139,3.30,
356,62,138,3.32,
366,62,137,3.35,
364,61,138,3.37,
326,58,139,3.39,
314,56,139,3.41,
293,55,140,3.44,
281,54,140,3.46,
320,78,140,3.48,
385,82,140,3.50,
358,79,140,3.52,
351,77,139,3.54,
335,76,139,3.57,
337,76,140,3.59,
342,77,140,3.61,
335,76,142,3.63,
328,74,142,3.65,
316,74,142,3.68,
320,75,141,3.70,
315,74,137,3.72,
383,64,137,3.74,
377,65,137,3.76,
366,63,137,3.79,
392,66,136,3.81,
371,64,135,3.83,
291,55,135,3.86,
288,56,133,3.88,
326,56,134,3.90,
311,56,134,3.92,
317,57,137,3.94,
359,60,139,3.96,
356,60,140,3.98,
345,59,140,4.01,
347,59,140,4.03,
319,56,141,4.05,
251,58,141,4.07,
359,75,141,4.09,
371,75,141,4.12,
375,74,141,4.14,
352,73,141,4.16,
336,71,141,4.18,
342,72,142,4.21,
343,73,142,4.23,
350,73,141,4.25,
361,72,141,4.27,
334,61,141,4.29,
352,63,142,4.32,
352,62,143,4.34,
319,59,146,4.36,
304,58,145,4.38,
367,65,145,4.41,
261,65,144,4.43,
329,82,143,4.45,
341,81,143,4.47,
330,80,143,4.49,
329,79,143,4.52,
315,79,144,4.54,
335,79,143,4.56,
321,79,142,4.58,
348,78,142,4.60,
337,78,140,4.62,
329,78,139,4.65,
319,77,139,4.67,
343,81,138,4.69,
335,79,138,4.71,
323,79,138,4.73,
325,79,138,4.76,
325,79,140,4.78,
325,79,141,4.80,
318,78,143,4.82,
337,78,143,4.84,
330,77,143,4.86,
324,77,141,4.89,
334,78,141,4.91,
313,78,140,4.93,
323,78,140,4.95,
340,80,139,4.97,
361,82,138,4.99,
362,82,138,5.02,
347,81,137,5.04,
343,81,137,5.06,
357,82,137,5.08,
366,83,137,5.11,
350,81,137,5.13,
337,79,137,5.15,
324,78,136,5.17,
327,78,135,5.19,
439,66,134,5.22,
378,64,134,5.24,
368,64,134,5.26,
322,58,136,5.29,
306,58,137,5.31,
332,61,138,5.33,
353,64,139,5.35,
362,62,139,5.37,
297,56,139,5.40,
363,62,140,5.42,
260,77,140,5.44,
349,77,140,5.46,
349,77,140,5.48,
349,77,140,5.51,
347,76,140,5.53,
339,76,141,5.55,
339,76,141,5.57,
340,76,142,5.59,
384,82,143,5.62,
373,80,142,5.64,
366,78,141,5.66,
343,77,140,5.68,
343,77,140,5.71,
351,77,140,5.73,
343,78,140,5.75,
345,78,141,5.77,
358,77,141,5.80,
359,77,142,5.82,
363,78,143,5.84,
358,78,144,5.86,
349,77,144,5.88,
352,77,144,5.91,
353,77,144,5.93,
353,77,143,5.95,
337,77,143,5.97,
344,76,142,6.00,
344,76,141,6.02,
342,76,140,6.04,
324,76,139,6.06,
350,77,139,6.09,
287,79,139,6.11,
375,92,138,6.13,
394,93,138,6.15,
401,94,138,6.17,
564,90,138,6.20,
471,69,138,6.22,
377,60,139,6.25,
384,62,139,6.27,
396,64,139,6.29,
338,63,139,6.32,
366,80,140,6.34,
388,78,140,6.36,
372,77,143,6.39,
359,76,143,6.41,
379,76,143,6.43,
365,76,143,6.45,
351,75,144,6.48,
345,75,144,6.50,
364,75,145,6.52,
342,75,146,6.54,
359,75,146,6.57,
359,75,147,6.59,
359,75,147,6.61,
350,74,147,6.63,
342,74,147,6.66,
352,85,147,6.68,
358,84,147,6.70,
354,84,146,6.72,
337,86,146,6.75,
360,89,146,6.77,
411,95,144,6.79,
395,92,142,6.81,
356,87,142,6.84,
346,86,142,6.86,
347,86,143,6.88,
358,88,142,6.90,
353,87,142,6.93,
360,88,143,6.95,
360,88,143,6.97,
352,86,144,6.99,
345,85,145,7.02,
345,87,145,7.04,
364,89,145,7.06,
369,90,145,7.08,
362,89,145,7.11,
339,89,145,7.13,
380,96,145,7.15,
380,96,144,7.17,
381,95,144,7.20,
373,95,143,7.22,
410,99,143,7.24,
404,100,143,7.26,
393,98,144,7.29,
379,96,144,7.31,
372,95,144,7.33,
371,94,143,7.36,
366,92,144,7.38,
355,91,144,7.40,
347,92,146,7.43,
357,92,147,7.45,
369,85,148,7.47,
369,85,148,7.49,
367,85,147,7.52,
360,84,147,7.54,
351,83,147,7.56,
344,83,148,7.58,
327,83,148,7.61,
357,84,147,7.63,
348,83,147,7.65,
350,82,147,7.67,
339,82,147,7.69,
344,82,147,7.72,
343,83,148,7.74,
353,84,148,7.76,
360,85,148,7.78,
353,84,148,7.81,
360,85,147,7.83,
368,86,147,7.85,
326,79,147,7.87,
318,80,147,7.90,
329,82,147,7.92,
346,81,147,7.94,
323,79,146,7.96,
318,81,145,7.98,
355,82,144,8.00,
325,81,144,8.03,
332,80,144,8.05,
333,81,144,8.07,
335,81,145,8.09,
342,81,146,8.11,
334,80,146,8.14,
490,65,146,8.16,
387,62,146,8.18,
364,59,146,8.20,
356,60,146,8.23,
240,62,145,8.25,
375,80,145,8.27,
366,79,144,8.29,
351,77,0,8.32,
333,75,0,8.34,
348,76,143,8.36,
345,77,142,8.38,
339,76,141,8.41,
342,75,140,8.43,
328,75,140,8.45,
352,76,141,8.47,
352,76,144,8.49,
355,77,145,8.52,
344,77,146,8.54,
358,77,146,8.56,
366,78,146,8.58,
366,78,146,8.61,
358,77,147,8.63,
358,77,148,8.65,
366,78,149,8.67,
375,79,149,8.70,
371,79,149,8.72,
368,78,149,8.74,
355,77,150,8.76,
354,77,152,8.79,
355,78,152,8.81,
355,77,152,8.83,
354,77,151,8.85,
352,77,150,8.88,
349,76,148,8.90,
342,76,146,8.92,
341,75,146,8.94,
335,75,145,8.97,
343,75,145,8.99,
361,76,144,9.01,
347,77,143,9.03,
348,77,142,9.05,
342,77,142,9.08,
340,76,142,9.10,
341,76,143,9.12,
343,77,143,9.14,
345,77,143,9.16,
363,77,143,9.19,
364,77,142,9.21,
433,76,142,9.23,
418,61,142,9.25,
390,62,142,9.28,
402,63,142,9.30,
411,62,142,9.33,
399,61,142,9.35,
376,83,143,9.37,
407,81,143,9.39,
397,79,144,9.42,
384,77,144,9.44,
374,78,146,9.46,
378,78,149,9.49,
387,78,150,9.51,
429,78,149,9.53,
432,77,148,9.56,
383,75,147,9.58,
392,74,147,9.60,
395,73,147,9.63,
510,70,148,9.65,
404,62,148,9.67,
409,62,146,9.70,
276,76,145,9.72,
383,76,142,9.74,
359,75,143,9.77,
379,74,143,9.79,
360,74,143,9.81,
358,75,144,9.83,
556,76,143,9.86,
443,67,143,9.88,
382,59,142,9.90,
363,60,141,9.93,
340,62,139,9.95,
363,81,138,9.97,
381,80,140,10.00,
397,79,140,10.02,
366,78,143,10.04,
369,77,144,10.06,
382,77,145,10.09,
384,78,146,10.11,
370,77,150,10.13,
374,76,151,10.16,
375,77,152,10.18,
379,77,152,10.20,
359,75,152,10.22,
348,74,153,10.25,
346,74,155,10.27,
346,74,156,10.29,
350,74,157,10.31,
345,74,157,10.34,
346,73,155,10.36,
336,73,154,10.38,
336,73,153,10.40,
338,74,151,10.42,
358,75,150,10.45,
346,75,150,10.47,
347,74,149,10.49,
343,75,148,10.51,
350,75,148,10.54,
350,75,148,10.56,
369,74,148,10.58,
516,71,148,10.60,
382,59,148,10.63,
370,61,148,10.65,
397,63,148,10.68,
339,57,148,10.70,
362,83,148,10.72,
436,81,148,10.74,
411,78,148,10.77,
386,75,148,10.79,
374,75,147,10.81,
365,74,146,10.84,
364,73,146,10.86,
358,73,147,10.88,
366,72,147,10.90,
360,72,147,10.93,
352,72,148,10.95,
364,72,148,10.97,
339,71,148,10.99,
339,71,148,11.02,
336,71,148,11.04,
350,71,149,11.06,
348,72,149,11.08,
346,71,151,11.10,
347,71,151,11.13,
348,74,151,11.15,
375,58,150,11.17,
372,58,150,11.20,
368,57,150,11.22,
335,54,149,11.24,
323,61,149,11.26,
398,74,149,11.28,
391,73,149,11.31,
380,72,149,11.33,
362,71,149,11.35,
361,70,149,11.38,
351,70,150,11.40,
341,69,150,11.42,
365,70,151,11.44,
360,71,151,11.47,
379,71,150,11.49,
354,69,150,11.51,
352,70,148,11.53,
361,71,148,11.56,
333,70,147,11.58,
314,72,147,11.60,
339,75,148,11.62,
352,76,149,11.64,
338,74,149,11.67,
349,74,149,11.69,
335,74,148,11.71,
334,74,149,11.73,
335,74,149,11.75,
349,74,148,11.78,
338,74,0,11.80,
341,75,146,11.82,
340,75,146,11.84,
337,75,141,11.87,
353,75,139,11.89,
340,74,138,11.91,
342,73,138,11.93,
269,74,139,11.95,
326,86,140,11.98,
346,88,142,12.00,
361,89,143,12.02,
347,87,143,12.04,
330,85,144,12.06,
324,84,144,12.09,
328,84,144,12.11,
329,86,145,12.13,
372,88,146,12.15,
388,86,146,12.17,
345,84,146,12.20,
361,83,147,12.22,
356,83,147,12.24,
353,83,147,12.26,
348,82,147,12.29,
335,81,146,12.31,
342,81,146,12.33,
336,80,146,12.35,
330,80,145,12.37,
336,81,145,12.40,
336,82,0,12.42,
341,83,141,12.44,
610,64,138,12.46,
416,64,136,12.49,
409,64,137,12.51,
399,75,137,12.53,
400,75,138,12.56,
395,74,138,12.58,
396,74,140,12.60,
355,73,142,12.63,
401,84,145,12.65,
390,82,147,12.67,
362,80,147,12.69,
370,79,145,12.72,
347,78,145,12.74,
347,78,145,12.76,
305,81,146,12.78,
359,88,146,12.81,
362,87,147,12.83,
349,86,147,12.85,
346,86,150,12.87,
346,86,151,12.90,
351,86,154,12.92,
349,86,156,12.94,
339,84,156,12.96,
353,86,155,12.98,
343,85,153,13.01,
334,84,150,13.03,
322,84,147,13.05,
333,85,145,13.07,
326,83,144,13.09,
325,83,143,13.12,
341,84,143,13.14,
331,85,144,13.16,
337,84,143,13.18,
327,84,143,13.20,
327,83,142,13.23,
318,83,143,13.25,
322,84,143,13.27,
351,85,144,13.29,
350,85,145,13.31,
371,85,145,13.33,
383,83,145,13.36,
368,82,144,13.38,
368,82,145,13.40,
373,83,146,13.43,
374,83,145,13.45,
374,82,146,13.47,
