
RIDE SUMMARY,
Total Time, 32.2, Minutes, 
Total Distance, 16.48, MI, 
AVG Power, 258, 
MAX Power, 463, 
AVG RPM, 71, 
MAX RPM, 111, 
AVG HR, 131, 
MAX HR, 157, 
CAL, 0, 

STAGE_1_SUMMARY,
Stage Time, 26.7, Minutes, 
Total Distance, 14.74, MI, 
AVG Power, 276, 
MAX Power, 463, 
AVG HR, 136, 
MAX HR, 157, 

STAGE_2_SUMMARY,
Stage Time,  0.2, Minutes, 
Total Distance, 0.00, MI, 
AVG Power, 16, 
MAX Power, 20, 
AVG HR, 138, 
MAX HR, 141, 

RIDE DATA, 
Power, RPM, HR, DISTANCE,
102,81,0,0.00,
101,80,0,0.00,
95,78,0,0.01,
170,78,0,0.02,
169,80,0,0.03,
171,80,37,0.05,
170,79,75,0.07,
154,76,75,0.09,
161,74,76,0.10,
144,74,81,0.12,
152,75,82,0.13,
158,77,83,0.15,
154,77,86,0.16,
162,76,86,0.18,
146,73,91,0.20,
151,73,91,0.21,
134,71,93,0.23,
147,71,93,0.24,
149,73,92,0.26,
145,75,93,0.27,
146,73,92,0.29,
151,74,93,0.30,
142,74,94,0.32,
139,71,94,0.33,
136,70,95,0.35,
163,77,96,0.36,
131,71,98,0.37,
160,77,98,0.39,
188,77,99,0.40,
188,77,100,0.42,
179,75,99,0.44,
175,74,101,0.46,
181,75,102,0.47,
158,70,103,0.49,
158,70,104,0.51,
158,70,104,0.52,
149,68,104,0.54,
186,77,103,0.56,
156,69,102,0.57,
153,68,102,0.59,
148,68,101,0.60,
193,74,101,0.62,
159,68,100,0.63,
203,77,100,0.65,
208,79,100,0.67,
151,66,100,0.69,
139,65,100,0.71,
153,67,100,0.72,
134,65,100,0.73,
142,65,100,0.75,
137,65,101,0.76,
140,65,101,0.78,
140,67,102,0.79,
189,76,102,0.81,
193,77,102,0.82,
189,77,101,0.84,
188,76,101,0.86,
197,79,101,0.88,
199,80,102,0.90,
200,78,103,0.92,
193,79,106,0.94,
205,80,107,0.96,
205,80,107,0.98,
149,67,107,1.00,
200,79,107,1.02,
200,79,107,1.03,
199,79,108,1.06,
196,77,109,1.08,
191,77,110,1.09,
190,77,110,1.11,
202,80,109,1.13,
195,91,110,1.15,
200,91,109,1.17,
198,90,110,1.19,
196,89,110,1.21,
196,89,109,1.23,
199,89,109,1.25,
217,94,110,1.27,
203,91,112,1.29,
199,90,112,1.31,
197,92,112,1.33,
207,92,111,1.35,
210,94,112,1.37,
212,91,112,1.39,
204,80,112,1.41,
217,86,113,1.44,
213,85,114,1.46,
