TMIW,3,
RIDE SUMMARY,
Total Time,3605,Seconds,
Total Distance,10531.0,M,
Device Name,KayakPro B6081290,
Device ID,E0:FB:B6:08:12:90,
Start Time,1647777844855,
End Time,1647781450095,
CAL,565,
Uploaded,false,
Strava ID,0,
Four CC,KPro,
Sport,Kayaking,
Power Factor,1.0,
Calorie Factor,1.0,
HR Calorie Factor,1.0,
HRM Calorie Factor,1.0,
HRM ID,F0:13:C3:B1:8C:ED,
HR Based Calories,true,
Time Zone,Europe/Budapest,
SUUNTO Uploaded,false,
SUUNTO Blob Url,,
SUUNTO Workout Url,,
SUUNTO Upload Id,,
Under Armour Uploaded,false,
Under Armour Workout Id,0,
Training Peaks Uploaded,false,
training_peaks_athlete_id,0,
training_peaks_workout_id,0,
Moving Time,3604786,

RIDE DATA
Power,RPM,HR,DISTANCE,TIME_STAMP,ELAPSED,SPEED,CAL,
11,0,55,1.00,1647777844855,0,5.08,0,
11,0,55,2.00,1647777845346,0,5.08,0,
29,29,55,3.00,1647777845814,1,6.95,0,
55,48,55,4.00,1647777846302,1,8.57,0,
55,64,55,5.00,1647777846775,2,8.57,0,
75,83,55,6.00,1647777847277,2,9.47,0,
85,87,58,7.00,1647777847754,3,9.89,0,
85,88,58,9.00,1647777848231,3,9.89,0,
93,90,59,10.00,1647777848700,4,10.17,0,
97,91,59,12.00,1647777849207,4,10.34,0,
101,93,61,13.00,1647777849907,5,10.47,0,
104,94,61,15.00,1647777850394,5,10.59,0,
108,94,61,17.00,1647777850856,6,10.71,0,
108,95,61,18.00,1647777851352,6,10.71,0,
110,97,61,20.00,1647777851830,7,10.78,0,
110,98,61,21.00,1647777852313,7,10.78,1,
112,99,61,22.00,1647777852772,8,10.84,1,
113,99,61,24.00,1647777853266,8,10.84,1,
113,99,62,25.00,1647777853733,9,10.84,1,
109,99,62,27.00,1647777854229,9,10.71,1,
106,99,62,28.00,1647777854694,10,10.65,1,
103,98,62,30.00,1647777855195,10,10.53,1,
105,98,63,31.00,1647777855668,11,10.59,1,
105,97,63,32.00,1647777856149,11,10.59,1,
106,97,63,34.00,1647777856636,12,10.65,1,
112,97,63,35.00,1647777857099,12,10.84,1,
110,97,63,37.00,1647777857581,13,10.78,1,
110,96,64,38.00,1647777858060,13,10.78,1,
110,95,67,40.00,1647777858771,14,10.78,2,
109,94,67,41.00,1647777859259,14,10.71,2,
111,94,67,43.00,1647777859738,15,10.78,2,
110,95,67,44.00,1647777860210,15,10.78,2,
113,96,70,46.00,1647777860692,16,10.84,2,
113,96,70,47.00,1647777861179,16,10.84,2,
115,96,77,49.00,1647777861656,17,10.91,2,
116,96,77,51.00,1647777862145,17,10.98,2,
116,97,80,52.00,1647777862627,18,10.98,2,
118,97,80,54.00,1647777863108,18,11.04,2,
116,97,80,55.00,1647777863588,19,10.98,2,
116,97,84,57.00,1647777864067,19,10.98,2,
118,97,88,58.00,1647777864781,20,11.04,3,
116,97,88,59.00,1647777865274,20,10.98,3,
116,97,88,61.00,1647777865735,21,10.98,3,
116,98,88,63.00,1647777866232,21,10.98,3,
116,98,89,63.00,1647777866692,21,10.98,3,
119,98,89,66.00,1647777867191,22,11.04,3,
119,98,92,67.00,1647777867657,23,11.04,3,
121,97,92,69.00,1647777868151,23,11.11,3,
119,97,92,70.00,1647777868677,24,11.04,3,
118,97,92,73.00,1647777869358,24,11.04,3,
118,96,94,74.00,1647777869820,25,11.04,3,
119,97,94,76.00,1647777870322,25,11.04,4,
119,98,97,77.00,1647777871030,26,11.04,4,
115,99,97,79.00,1647777871511,26,10.91,4,
115,99,97,80.00,1647777871996,27,10.91,4,
115,97,97,82.00,1647777872478,27,10.91,4,
115,96,98,83.00,1647777872950,28,10.91,4,
116,97,100,85.00,1647777873669,28,10.98,4,
116,97,100,87.00,1647777874155,29,10.98,4,
116,97,102,89.00,1647777874644,30,10.98,4,
115,97,102,90.00,1647777875106,30,10.91,4,
115,97,102,92.00,1647777875580,31,10.91,4,
113,97,103,93.00,1647777876071,31,10.84,4,
114,98,104,95.00,1647777876776,32,10.91,5,
114,99,104,96.00,1647777877274,32,10.91,5,
110,98,104,98.00,1647777877750,33,10.78,5,
110,97,104,99.00,1647777878219,33,10.78,5,
108,96,106,101.00,1647777878691,34,10.71,5,
109,96,106,102.00,1647777879185,34,10.71,5,
109,96,108,104.00,1647777879735,35,10.71,5,
106,96,108,106.00,1647777880636,35,10.65,5,
106,95,108,108.00,1647777881112,36,10.65,5,
111,96,109,110.00,1647777881593,37,10.78,5,
111,97,109,111.00,1647777882068,37,10.78,5,
110,97,110,113.00,1647777882782,38,10.78,6,
109,97,110,114.00,1647777883279,38,10.71,6,
106,96,110,116.00,1647777883737,39,10.65,6,
108,95,110,117.00,1647777884237,39,10.71,6,
108,95,111,118.00,1647777884695,40,10.71,6,
109,95,111,120.00,1647777885188,40,10.71,6,
111,95,113,121.00,1647777885702,41,10.78,6,
110,95,113,124.00,1647777886390,41,10.78,6,
111,96,113,125.00,1647777886871,42,10.78,6,
112,96,113,127.00,1647777887352,42,10.84,6,
112,96,115,128.00,1647777887818,43,10.84,6,
112,97,115,129.00,1647777888301,43,10.84,6,
112,96,117,130.00,1647777888774,44,10.84,7,
114,96,117,132.00,1647777889267,44,10.91,7,
114,96,117,134.00,1647777889748,45,10.91,7,
114,95,117,135.00,1647777890227,45,10.91,7,
115,95,117,137.00,1647777890689,46,10.91,7,
114,95,117,138.00,1647777891188,46,10.91,7,
115,95,120,140.00,1647777891739,47,10.91,7,
113,94,120,142.00,1647777892389,47,10.84,7,
112,93,120,143.00,1647777892875,48,10.84,7,
112,93,120,145.00,1647777893344,48,10.84,7,
111,93,123,146.00,1647777893818,49,10.78,7,
111,94,123,148.00,1647777894301,49,10.78,7,
111,95,124,149.00,1647777894775,50,10.78,8,
108,95,124,150.00,1647777895273,50,10.71,8,
108,95,126,151.00,1647777895762,51,10.71,8,
109,94,126,153.00,1647777896238,51,10.71,8,
112,94,126,155.00,1647777896706,52,10.84,8,
112,95,126,156.00,1647777897178,52,10.84,8,
112,95,128,157.00,1647777897671,53,10.84,8,
112,95,128,159.00,1647777898147,53,10.84,8,
111,94,128,161.00,1647777898629,54,10.78,8,
111,94,130,162.00,1647777899107,54,10.78,8,
113,94,130,164.00,1647777899588,55,10.84,8,
112,94,133,165.00,1647777900060,55,10.84,8,
113,93,133,167.00,1647777900782,56,10.84,8,
111,93,133,168.00,1647777901260,56,10.78,9,
111,92,133,170.00,1647777901742,57,10.78,9,
110,92,133,171.00,1647777902227,57,10.78,9,
109,92,133,172.00,1647777902689,58,10.71,9,
110,91,133,174.00,1647777903192,58,10.78,9,
110,88,135,175.00,1647777903775,58,10.78,9,
113,88,135,178.00,1647777904385,59,10.84,9,
113,90,135,179.00,1647777904875,60,10.84,9,
111,93,135,181.00,1647777905826,60,10.78,9,
109,93,135,184.00,1647777906305,61,10.71,9,
109,90,137,184.00,1647777906770,62,10.71,9,
111,89,137,186.00,1647777907272,62,10.78,10,
110,88,138,187.00,1647777907787,63,10.78,10,
106,89,138,190.00,1647777908473,63,10.65,10,
106,88,138,191.00,1647777908935,64,10.65,10,
103,87,138,193.00,1647777909432,64,10.53,10,
103,87,140,194.00,1647777909907,65,10.53,10,
104,88,140,196.00,1647777910387,65,10.59,10,
104,89,141,197.00,1647777910864,66,10.59,10,
106,89,141,198.00,1647777911355,66,10.65,10,
104,88,145,200.00,1647777912077,67,10.59,10,
106,87,148,202.00,1647777912778,68,10.65,10,
109,88,148,204.00,1647777913272,68,10.71,10,
109,89,148,205.00,1647777913746,69,10.71,11,
110,90,148,207.00,1647777914233,69,10.78,11,
108,91,149,208.00,1647777914698,70,10.71,11,
109,90,149,210.00,1647777915193,70,10.71,11,
109,90,149,211.00,1647777915663,71,10.71,11,
106,89,153,213.00,1647777916148,71,10.65,11,
108,89,153,214.00,1647777916627,72,10.71,11,
108,89,153,216.00,1647777917113,72,10.71,11,
108,88,156,217.00,1647777917665,73,10.71,11,
109,88,156,219.00,1647777918304,73,10.71,11,
108,89,161,220.00,1647777918771,74,10.71,11,
110,90,161,221.00,1647777919264,74,10.78,11,
110,90,161,223.00,1647777919734,75,10.78,12,
108,90,161,224.00,1647777920464,75,10.71,12,
109,90,162,227.00,1647777920951,76,10.71,12,
109,89,162,228.00,1647777921426,76,10.71,12,
109,89,163,230.00,1647777921892,77,10.71,12,
109,89,163,231.00,1647777922391,77,10.71,12,
109,89,163,233.00,1647777922866,78,10.71,12,
108,90,163,234.00,1647777923344,78,10.71,12,
105,90,162,236.00,1647777923812,79,10.59,12,
105,90,162,237.00,1647777924305,79,10.59,12,
105,90,162,238.00,1647777924788,80,10.59,12,
106,89,162,239.00,1647777925273,80,10.65,12,
106,89,162,241.00,1647777925734,81,10.65,12,
108,90,162,242.00,1647777926231,81,10.71,13,
106,91,162,244.00,1647777926688,82,10.65,13,
108,91,162,245.00,1647777927191,82,10.71,13,
108,91,161,247.00,1647777927731,83,10.71,13,
110,90,161,249.00,1647777928370,83,10.78,13,
110,91,161,250.00,1647777928859,84,10.78,13,
109,92,161,252.00,1647777929338,84,10.71,13,
109,92,161,253.00,1647777929817,85,10.71,13,
108,92,161,255.00,1647777930300,85,10.71,13,
108,92,162,256.00,1647777930785,86,10.71,13,
111,92,162,257.00,1647777931258,86,10.78,13,
109,92,162,259.00,1647777931746,87,10.71,13,
109,91,162,260.00,1647777932223,87,10.71,14,
109,90,164,262.00,1647777932692,88,10.71,14,
106,89,164,263.00,1647777933192,88,10.65,14,
109,90,165,265.00,1647777933651,89,10.71,14,
109,91,165,266.00,1647777934404,89,10.71,14,
109,91,165,268.00,1647777934874,90,10.71,14,
109,92,165,270.00,1647777935349,90,10.71,14,
108,92,164,271.00,1647777935809,91,10.71,14,
109,91,164,273.00,1647777936548,91,10.71,14,
109,91,165,274.00,1647777937024,92,10.71,14,
109,91,165,275.00,1647777937507,92,10.71,14,
110,90,165,277.00,1647777937991,93,10.78,14,
106,91,165,279.00,1647777938465,93,10.65,15,
105,91,163,280.00,1647777938947,94,10.59,15,
105,90,163,282.00,1647777939426,94,10.59,15,
105,89,161,283.00,1647777939904,95,10.59,15,
108,88,161,285.00,1647777940373,95,10.71,15,
106,89,159,286.00,1647777940860,96,10.65,15,
106,90,159,287.00,1647777941352,96,10.65,15,
105,91,159,289.00,1647777941830,97,10.59,15,
103,91,159,290.00,1647777942307,97,10.53,15,
103,92,158,291.00,1647777942779,98,10.53,15,
104,92,158,293.00,1647777943267,98,10.59,15,
105,92,158,294.00,1647777943729,99,10.59,15,
109,92,158,296.00,1647777944231,99,10.71,15,
109,93,158,297.00,1647777944695,100,10.71,16,
109,93,158,299.00,1647777945185,100,10.71,16,
109,92,156,300.00,1647777945751,101,10.71,16,
108,91,156,302.00,1647777946387,101,10.71,16,
108,91,156,304.00,1647777946867,102,10.71,16,
108,92,156,305.00,1647777947339,102,10.71,16,
108,93,156,307.00,1647777947818,103,10.71,16,
110,92,156,308.00,1647777948309,103,10.78,16,
110,92,155,309.00,1647777948776,104,10.78,16,
108,91,155,310.00,1647777949264,104,10.71,16,
108,91,157,312.00,1647777949992,105,10.71,16,
102,92,157,314.00,1647777950463,105,10.53,16,
102,91,157,316.00,1647777950941,106,10.53,17,
103,91,157,317.00,1647777951427,106,10.53,17,
103,90,157,318.00,1647777951907,107,10.53,17,
102,90,157,320.00,1647777952386,107,10.53,17,
102,92,157,321.00,1647777952863,108,10.53,17,
100,92,157,323.00,1647777953349,108,10.40,17,
100,91,158,324.00,1647777953817,109,10.40,17,
101,90,158,326.00,1647777954310,109,10.47,17,
101,90,158,326.00,1647777954789,110,10.47,17,
101,90,158,328.00,1647777955271,110,10.47,17,
101,91,159,329.00,1647777955730,111,10.47,17,
100,90,159,331.00,1647777956231,111,10.40,17,
102,90,160,332.00,1647777956689,112,10.53,17,
102,91,160,334.00,1647777957190,112,10.53,17,
103,91,159,334.00,1647777957745,112,10.53,18,
103,92,159,337.00,1647777958387,113,10.53,18,
102,91,161,339.00,1647777958851,114,10.53,18,
103,90,161,340.00,1647777959347,114,10.53,18,
102,90,161,342.00,1647777959826,115,10.53,18,
102,90,161,343.00,1647777960309,115,10.53,18,
101,90,161,344.00,1647777960770,116,10.47,18,
101,88,161,345.00,1647777961264,116,10.47,18,
102,87,161,347.00,1647777961741,117,10.53,18,
103,88,161,348.00,1647777962230,117,10.53,18,
103,90,160,349.00,1647777962689,117,10.53,18,
108,91,160,351.00,1647777963187,118,10.71,18,
105,91,161,353.00,1647777963665,119,10.59,19,
102,90,161,354.00,1647777964144,119,10.53,19,
100,90,161,356.00,1647777964626,120,10.40,19,
100,89,162,357.00,1647777965103,120,10.40,19,
101,90,162,359.00,1647777965584,121,10.47,19,
100,90,162,360.00,1647777966053,121,10.40,19,
105,90,160,361.00,1647777966778,122,10.59,19,
105,89,160,363.00,1647777967261,122,10.59,19,
106,86,160,364.00,1647777967737,123,10.65,19,
106,88,160,366.00,1647777968220,123,10.65,19,
104,90,159,367.00,1647777968690,124,10.59,19,
104,91,159,369.00,1647777969176,124,10.59,19,
102,92,158,370.00,1647777969667,125,10.53,19,
100,89,158,372.00,1647777970142,125,10.40,20,
102,90,158,373.00,1647777970620,126,10.53,20,
102,91,158,375.00,1647777971115,126,10.53,20,
103,90,157,376.00,1647777971589,127,10.53,20,
105,89,157,378.00,1647777972062,127,10.59,20,
104,87,156,379.00,1647777972775,128,10.59,20,
104,86,156,381.00,1647777973514,128,10.59,20,
104,86,156,383.00,1647777973992,129,10.59,20,
103,85,156,384.00,1647777974450,129,10.53,20,
104,85,156,386.00,1647777974948,130,10.59,20,
104,85,156,387.00,1647777975428,130,10.59,20,
108,85,155,389.00,1647777975898,131,10.71,20,
109,85,155,390.00,1647777976392,131,10.71,21,
108,86,155,392.00,1647777976870,132,10.71,21,
108,87,155,393.00,1647777977337,132,10.71,21,
104,87,154,395.00,1647777977819,133,10.59,21,
104,86,154,396.00,1647777978311,133,10.59,21,
104,85,153,397.00,1647777978780,134,10.59,21,
108,84,153,398.00,1647777979274,134,10.71,21,
105,84,153,400.00,1647777979742,135,10.59,21,
105,86,153,401.00,1647777980216,135,10.59,21,
106,86,152,403.00,1647777980696,136,10.65,21,
106,85,152,403.00,1647777981190,136,10.65,21,
105,85,152,406.00,1647777981658,137,10.59,21,
104,85,152,407.00,1647777982145,137,10.59,21,
106,86,150,408.00,1647777982635,138,10.65,22,
108,86,150,410.00,1647777983105,138,10.71,22,
108,86,150,411.00,1647777983590,139,10.71,22,
105,85,148,413.00,1647777984063,139,10.59,22,
104,85,147,414.00,1647777984775,140,10.59,22,
104,85,147,415.00,1647777985267,140,10.59,22,
104,85,147,417.00,1647777985733,141,10.59,22,
106,85,147,419.00,1647777986233,141,10.65,22,
105,86,147,420.00,1647777986693,142,10.59,22,
105,87,147,422.00,1647777987175,142,10.59,22,
104,86,145,423.00,1647777987756,143,10.59,22,
104,86,145,425.00,1647777988384,143,10.59,22,
104,86,145,427.00,1647777988866,144,10.59,22,
102,87,145,428.00,1647777989344,144,10.53,23,
102,86,145,430.00,1647777989820,145,10.53,23,
102,86,145,431.00,1647777990305,145,10.53,23,
104,86,145,432.00,1647777990785,146,10.59,23,
104,87,145,434.00,1647777991266,146,10.59,23,
109,87,145,435.00,1647777991747,147,10.71,23,
109,88,145,436.00,1647777992226,147,10.71,23,
109,88,145,438.00,1647777992700,148,10.71,23,
106,87,145,439.00,1647777993194,148,10.65,23,
105,87,145,441.00,1647777993668,149,10.59,23,
106,86,145,442.00,1647777994140,149,10.65,23,
106,86,145,444.00,1647777994625,150,10.65,23,
108,87,145,445.00,1647777995353,150,10.71,24,
106,87,147,448.00,1647777995817,151,10.65,24,
104,87,147,449.00,1647777996321,151,10.59,24,
106,87,146,450.00,1647777997028,152,10.65,24,
106,87,146,452.00,1647777997507,152,10.65,24,
106,88,146,453.00,1647777997987,153,10.65,24,
106,87,146,455.00,1647777998467,153,10.65,24,
106,87,148,456.00,1647777998936,154,10.65,24,
106,88,148,458.00,1647777999430,154,10.65,24,
109,88,148,459.00,1647777999912,155,10.71,24,
108,88,148,461.00,1647778000392,155,10.71,24,
108,88,148,462.00,1647778000869,156,10.71,24,
109,87,148,464.00,1647778001348,156,10.71,24,
108,88,147,465.00,1647778001819,157,10.71,25,
105,87,147,467.00,1647778002309,157,10.59,25,
105,86,147,467.00,1647778002776,158,10.59,25,
103,85,147,469.00,1647778003266,158,10.53,25,
103,85,147,470.00,1647778003747,159,10.53,25,
104,85,147,472.00,1647778004226,159,10.59,25,
106,85,148,473.00,1647778004700,160,10.65,25,
104,85,148,475.00,1647778005188,160,10.59,25,
104,85,149,476.00,1647778005753,160,10.59,25,
102,85,149,479.00,1647778006385,161,10.53,25,
104,85,151,480.00,1647778006860,162,10.59,25,
106,85,151,481.00,1647778007348,162,10.65,25,
106,85,151,483.00,1647778007827,163,10.65,26,
109,85,151,484.00,1647778008307,163,10.71,26,
105,86,151,485.00,1647778008775,164,10.59,26,
105,86,151,487.00,1647778009265,164,10.59,26,
106,85,152,488.00,1647778009735,165,10.65,26,
105,85,152,490.00,1647778010225,165,10.59,26,
105,87,152,491.00,1647778010706,166,10.59,26,
105,88,152,493.00,1647778011179,166,10.59,26,
105,89,152,494.00,1647778011918,167,10.59,26,
108,87,152,496.00,1647778012386,167,10.71,26,
108,86,152,498.00,1647778012858,168,10.71,26,
108,86,152,499.00,1647778013348,168,10.71,26,
108,86,153,501.00,1647778013821,169,10.71,26,
105,87,153,502.00,1647778014324,169,10.59,27,
105,88,153,503.00,1647778014784,170,10.59,27,
103,89,153,504.00,1647778015268,170,10.53,27,
102,89,154,506.00,1647778015732,171,10.53,27,
102,88,154,507.00,1647778016222,171,10.53,27,
103,88,154,509.00,1647778016698,172,10.53,27,
103,88,154,510.00,1647778017175,172,10.53,27,
101,88,153,512.00,1647778017659,173,10.47,27,
101,87,153,513.00,1647778018138,173,10.47,27,
103,87,153,515.00,1647778018609,174,10.53,27,
105,87,151,516.00,1647778019098,174,10.59,27,
108,88,151,518.00,1647778019580,175,10.71,27,
108,88,151,519.00,1647778020055,175,10.71,27,
104,88,149,520.00,1647778020778,176,10.59,28,
103,87,149,522.00,1647778021254,176,10.53,28,
103,85,149,523.00,1647778021735,177,10.53,28,
104,84,149,525.00,1647778022219,177,10.59,28,
103,86,148,526.00,1647778022698,178,10.53,28,
103,86,148,528.00,1647778023184,178,10.53,28,
103,84,148,529.00,1647778023657,179,10.53,28,
103,84,148,531.00,1647778024139,179,10.53,28,
104,84,148,532.00,1647778024650,180,10.59,28,
105,86,148,534.00,1647778025347,180,10.59,28,
105,87,149,536.00,1647778026061,181,10.59,28,
104,87,150,538.00,1647778026773,182,10.59,28,
104,87,150,540.00,1647778027261,182,10.59,29,
105,87,150,541.00,1647778027747,183,10.59,29,
102,87,150,542.00,1647778028220,183,10.53,29,
102,87,149,544.00,1647778028764,184,10.53,29,
104,87,149,546.00,1647778029428,184,10.59,29,
104,87,147,548.00,1647778029900,185,10.59,29,
106,86,147,549.00,1647778030389,185,10.65,29,
104,86,147,550.00,1647778030867,186,10.59,29,
105,86,147,552.00,1647778031349,186,10.59,29,
105,86,147,553.00,1647778031819,187,10.59,29,
106,86,147,555.00,1647778032311,187,10.65,29,
106,86,148,556.00,1647778032777,188,10.65,29,
109,86,148,557.00,1647778033272,188,10.71,30,
108,87,148,559.00,1647778033729,189,10.71,30,
104,87,148,560.00,1647778034227,189,10.59,30,
104,87,147,562.00,1647778034708,190,10.59,30,
102,86,147,563.00,1647778035182,190,10.53,30,
102,85,147,564.00,1647778035676,190,10.53,30,
105,86,147,566.00,1647778036140,191,10.59,30,
106,87,146,567.00,1647778036662,191,10.65,30,
108,86,146,570.00,1647778037346,192,10.71,30,
109,86,146,571.00,1647778037815,193,10.71,30,
109,85,146,573.00,1647778038305,193,10.71,30,
109,84,147,573.00,1647778038775,194,10.71,30,
108,85,147,575.00,1647778039271,194,10.71,30,
108,86,149,576.00,1647778039783,195,10.71,31,
104,87,149,579.00,1647778040469,195,10.59,31,
104,88,149,580.00,1647778040948,196,10.59,31,
108,87,149,582.00,1647778041426,196,10.71,31,
106,87,147,583.00,1647778041900,197,10.65,31,
106,87,147,584.00,1647778042386,197,10.65,31,
105,87,147,586.00,1647778042864,198,10.59,31,
105,87,147,587.00,1647778043346,198,10.59,31,
104,87,149,589.00,1647778043814,199,10.59,31,
104,87,149,590.00,1647778044307,199,10.59,31,
102,86,150,591.00,1647778044779,200,10.53,31,
102,85,150,593.00,1647778045261,200,10.53,31,
106,85,150,594.00,1647778045744,201,10.65,32,
106,86,150,596.00,1647778046478,201,10.65,32,
108,86,150,598.00,1647778046934,202,10.71,32,
109,87,150,599.00,1647778047423,202,10.71,32,
109,86,150,601.00,1647778047906,203,10.71,32,
110,86,150,602.00,1647778048385,203,10.78,32,
109,87,150,604.00,1647778048853,204,10.71,32,
106,87,150,605.00,1647778049336,204,10.65,32,
106,87,150,607.00,1647778049814,205,10.65,32,
104,88,150,608.00,1647778050307,205,10.59,32,
104,89,150,609.00,1647778050771,206,10.59,32,
105,87,150,610.00,1647778051262,206,10.59,32,
109,87,150,612.00,1647778051745,207,10.71,32,
110,86,150,613.00,1647778052467,207,10.78,33,
109,86,149,616.00,1647778052949,208,10.71,33,
109,88,149,617.00,1647778053430,208,10.71,33,
108,87,147,619.00,1647778053902,209,10.71,33,
105,87,147,620.00,1647778054379,209,10.59,33,
104,86,145,621.00,1647778054852,210,10.59,33,
104,86,145,623.00,1647778055344,210,10.59,33,
106,86,145,624.00,1647778055829,211,10.65,33,
109,86,145,626.00,1647778056304,211,10.71,33,
109,87,144,627.00,1647778056778,212,10.71,33,
109,87,144,628.00,1647778057493,212,10.71,33,
108,86,142,630.00,1647778057977,213,10.71,33,
104,86,142,632.00,1647778058450,213,10.59,34,
104,86,141,633.00,1647778058947,214,10.59,34,
106,86,141,635.00,1647778059421,214,10.65,34,
108,87,140,636.00,1647778059908,215,10.71,34,
105,86,140,638.00,1647778060387,215,10.59,34,
105,85,140,639.00,1647778060850,216,10.59,34,
103,86,140,641.00,1647778061333,216,10.53,34,
104,85,140,642.00,1647778061808,217,10.59,34,
104,85,140,644.00,1647778062293,217,10.59,34,
105,85,141,644.00,1647778062824,218,10.59,34,
106,84,141,647.00,1647778063502,218,10.65,34,
108,86,141,648.00,1647778063989,219,10.71,34,
108,87,141,650.00,1647778064464,219,10.71,34,
109,87,141,651.00,1647778064942,220,10.71,35,
109,88,141,653.00,1647778065426,220,10.71,35,
109,88,141,654.00,1647778065906,221,10.71,35,
106,87,141,655.00,1647778066393,221,10.65,35,
106,88,141,657.00,1647778066863,222,10.65,35,
108,88,141,658.00,1647778067347,222,10.71,35,
108,87,140,660.00,1647778067816,223,10.71,35,
106,87,140,661.00,1647778068306,223,10.65,35,
105,86,140,663.00,1647778069027,224,10.59,35,
104,87,140,664.00,1647778069505,224,10.59,35,
104,87,139,666.00,1647778069982,225,10.59,35,
105,87,139,667.00,1647778070467,225,10.59,35,
104,88,139,669.00,1647778070943,226,10.59,36,
104,89,139,670.00,1647778071426,226,10.59,36,
102,89,137,672.00,1647778071912,227,10.53,36,
104,90,137,673.00,1647778072388,227,10.59,36,
105,88,137,675.00,1647778072857,228,10.59,36,
105,87,137,675.00,1647778073346,228,10.59,36,
105,87,135,678.00,1647778074068,229,10.59,36,
106,87,135,680.00,1647778074540,230,10.65,36,
105,87,136,680.00,1647778075028,230,10.59,36,
105,88,136,682.00,1647778075506,230,10.59,36,
104,87,136,683.00,1647778075972,231,10.59,36,
103,87,136,685.00,1647778076462,231,10.53,36,
104,87,137,686.00,1647778076941,232,10.59,36,
104,86,137,688.00,1647778077425,232,10.59,37,
103,86,137,689.00,1647778077899,233,10.53,37,
103,86,137,691.00,1647778078376,233,10.53,37,
103,86,139,692.00,1647778078862,234,10.53,37,
104,87,139,693.00,1647778079344,234,10.59,37,
108,88,141,695.00,1647778079896,235,10.71,37,
108,88,141,697.00,1647778080552,236,10.71,37,
108,89,141,698.00,1647778081025,236,10.71,37,
109,89,141,700.00,1647778081500,236,10.71,37,
104,89,143,701.00,1647778081991,237,10.59,37,
106,89,143,703.00,1647778082465,237,10.65,37,
106,89,146,704.00,1647778083189,238,10.65,37,
104,87,146,706.00,1647778083716,239,10.59,38,
102,87,146,708.00,1647778084387,239,10.53,38,
102,88,145,710.00,1647778084863,240,10.53,38,
102,88,145,711.00,1647778085346,240,10.53,38,
106,88,146,713.00,1647778085818,241,10.65,38,
106,87,146,714.00,1647778086301,241,10.65,38,
106,88,147,716.00,1647778087023,242,10.65,38,
105,88,147,717.00,1647778087503,242,10.59,38,
105,88,147,719.00,1647778087987,243,10.59,38,
106,87,147,720.00,1647778088455,243,10.65,38,
106,88,146,722.00,1647778088945,244,10.65,38,
106,88,146,723.00,1647778089424,244,10.65,38,
106,88,146,725.00,1647778089907,245,10.65,39,
106,87,146,726.00,1647778090388,245,10.65,39,
109,86,148,727.00,1647778090860,246,10.71,39,
106,87,148,729.00,1647778091346,246,10.65,39,
108,87,152,731.00,1647778091812,247,10.71,39,
108,86,152,732.00,1647778092305,247,10.71,39,
105,86,151,733.00,1647778093034,248,10.59,39,
104,86,151,735.00,1647778093749,248,10.59,39,
104,88,151,737.00,1647778094228,249,10.59,39,
102,88,150,739.00,1647778094690,250,10.53,39,
102,87,150,740.00,1647778095190,250,10.53,39,
105,86,150,742.00,1647778095898,251,10.59,39,
106,86,150,744.00,1647778096383,251,10.65,40,
103,88,150,745.00,1647778097108,252,10.53,40,
101,89,150,747.00,1647778097574,253,10.47,40,
101,88,152,749.00,1647778098065,253,10.47,40,
101,87,152,750.00,1647778098552,254,10.47,40,
103,86,152,751.00,1647778099033,254,10.53,40,
102,87,152,752.00,1647778099507,254,10.53,40,
102,87,154,754.00,1647778099990,255,10.53,40,
102,87,154,755.00,1647778100467,255,10.53,40,
102,87,154,757.00,1647778100935,256,10.53,40,
102,88,154,758.00,1647778101426,256,10.53,40,
102,88,156,760.00,1647778101902,257,10.53,40,
101,87,156,761.00,1647778102382,257,10.47,40,
103,86,155,763.00,1647778102865,258,10.53,41,
103,86,155,764.00,1647778103355,258,10.53,41,
104,87,152,766.00,1647778103832,259,10.59,41,
104,87,152,767.00,1647778104310,259,10.59,41,
104,87,152,769.00,1647778105030,260,10.59,41,
104,88,152,770.00,1647778105497,260,10.59,41,
105,87,151,771.00,1647778105988,261,10.59,41,
105,88,151,773.00,1647778106466,261,10.59,41,
105,88,150,774.00,1647778106937,262,10.59,41,
105,87,150,776.00,1647778107427,262,10.59,41,
105,87,148,777.00,1647778107897,263,10.59,41,
102,87,148,779.00,1647778108382,263,10.53,41,
102,87,148,780.00,1647778108869,264,10.53,42,
105,88,148,782.00,1647778109334,264,10.59,42,
112,87,148,783.00,1647778109824,265,10.84,42,
110,88,148,785.00,1647778110308,265,10.78,42,
110,88,147,786.00,1647778111022,266,10.78,42,
108,88,147,788.00,1647778111750,266,10.71,42,
105,88,147,790.00,1647778112229,267,10.59,42,
103,87,146,791.00,1647778112782,268,10.53,42,
101,86,146,794.00,1647778113669,268,10.47,42,
103,86,148,796.00,1647778114143,269,10.53,42,
103,85,148,797.00,1647778114619,270,10.53,42,
103,86,148,799.00,1647778115103,270,10.53,43,
105,85,148,800.00,1647778115583,271,10.59,43,
104,86,148,802.00,1647778116054,271,10.59,43,
105,85,148,803.00,1647778116546,272,10.59,43,
105,85,149,804.00,1647778117020,272,10.59,43,
105,85,149,805.00,1647778117512,272,10.59,43,
105,87,149,807.00,1647778117984,273,10.59,43,
105,87,149,808.00,1647778118469,273,10.59,43,
104,88,148,810.00,1647778118941,274,10.59,43,
