TMIW,3,
RIDE SUMMARY,
Total Time,3601,Seconds,
Total Distance,10644.0,M,
Device Name,KayakPro B6081290,
Device ID,E0:FB:B6:08:12:90,
Start Time,1647172696238,
End Time,1647176300134,
CAL,1,
Uploaded,false,
Strava ID,0,
Four CC,KPro,
Sport,Kayaking,
Power Factor,1.0,
Calorie Factor,1.0,
HR Calorie Factor,1.0,
HRM Calorie Factor,1.0,
HRM ID,F0:13:C3:B1:8C:ED,
HR Based Calories,false,
Time Zone,Europe/Budapest,
SUUNTO Uploaded,false,
SUUNTO Blob Url,,
SUUNTO Workout Url,,
SUUNTO Upload Id,,
Under Armour Uploaded,false,
Under Armour Workout Id,0,
Training Peaks Uploaded,false,
training_peaks_athlete_id,0,
training_peaks_workout_id,0,
Moving Time,3603890,

RIDE DATA
Power,RPM,HR,DISTANCE,TIME_STAMP,ELAPSED,SPEED,CAL,
21,0,53,1.00,1647172696238,0,6.21,0,
38,79,54,2.00,1647172696797,1,7.56,0,
61,81,54,4.00,1647172697319,2,8.87,0,
61,82,54,6.00,1647172697859,2,8.87,0,
82,84,54,7.00,1647172698396,2,9.78,0,
96,89,54,9.00,1647172698938,2,10.29,0,
102,92,54,10.00,1647172699479,2,10.53,0,
102,95,54,11.00,1647172700019,2,10.53,0,
104,94,54,13.00,1647172700563,2,10.59,0,
110,93,54,15.00,1647172701095,2,10.78,0,
111,92,54,17.00,1647172701635,3,10.78,0,
111,92,54,18.00,1647172702175,3,10.78,0,
109,92,54,20.00,1647172702743,4,10.71,0,
106,92,54,21.00,1647172703256,4,10.65,1,
106,92,54,23.00,1647172703796,5,10.65,1,
103,92,54,25.00,1647172704335,6,10.53,1,
103,91,54,26.00,1647172704876,6,10.53,1,
103,90,54,28.00,1647172705416,7,10.53,1,
106,90,54,29.00,1647172705956,7,10.65,1,
106,90,54,31.00,1647172706499,8,10.65,1,
105,91,54,32.00,1647172707309,8,10.59,1,
109,90,54,35.00,1647172707846,9,10.71,1,
109,89,54,37.00,1647172708386,10,10.71,1,
108,89,54,38.00,1647172708930,10,10.71,1,
105,90,54,40.00,1647172709467,11,10.59,1,
106,91,54,41.00,1647172710008,11,10.65,1,
106,91,54,43.00,1647172710551,12,10.65,1,
111,91,55,45.00,1647172711088,12,10.78,1,
111,91,55,46.00,1647172711629,13,10.78,1,
110,90,58,48.00,1647172712168,13,10.78,1,
112,90,58,49.00,1647172712706,14,10.84,1,
114,90,58,49.00,1647172713248,14,10.91,1,
114,91,66,49.00,1647172713787,15,10.91,1,
114,91,66,49.00,1647172714329,16,10.91,1,
113,90,66,49.00,1647172714866,16,10.84,1,
113,90,66,49.00,1647172715410,17,10.84,1,
113,89,71,49.00,1647172715948,17,10.84,1,
113,89,71,49.00,1647172716487,18,10.84,1,
116,89,71,49.00,1647172717027,18,10.98,1,
116,89,71,49.00,1647172717571,19,10.98,1,
115,89,74,49.00,1647172718107,19,10.91,1,
111,89,74,49.00,1647172718645,20,10.78,1,
110,90,74,49.00,1647172719186,20,10.78,1,
110,89,75,49.00,1647172719723,21,10.78,1,
111,89,75,49.00,1647172720268,21,10.78,1,
112,89,77,49.00,1647172720807,22,10.84,1,
112,89,77,49.00,1647172721350,23,10.84,1,
110,89,77,49.00,1647172721886,23,10.78,1,
110,88,77,49.00,1647172722428,24,10.78,1,
110,88,82,49.00,1647172722968,24,10.78,1,
111,88,82,49.00,1647172723510,25,10.78,1,
110,89,82,49.00,1647172724050,25,10.78,1,
111,89,82,49.00,1647172724586,26,10.78,1,
111,89,83,49.00,1647172725127,26,10.78,1,
111,88,83,49.00,1647172725666,27,10.78,1,
113,88,87,49.00,1647172726476,27,10.84,1,
113,89,87,49.00,1647172727025,28,10.84,1,
114,90,87,49.00,1647172727558,29,10.91,1,
112,90,91,49.00,1647172728096,29,10.84,1,
111,89,91,49.00,1647172728636,30,10.78,1,
111,87,91,49.00,1647172729448,30,10.78,1,
112,86,96,50.00,1647172729988,31,10.84,1,
112,86,96,52.00,1647172731070,32,10.84,1,
111,87,96,55.00,1647172731607,33,10.78,1,
109,88,102,57.00,1647172732147,33,10.71,1,
108,89,102,58.00,1647172732691,34,10.71,1,
108,89,102,60.00,1647172733227,34,10.71,1,
108,88,104,61.00,1647172733772,35,10.71,1,
111,88,104,63.00,1647172734306,35,10.78,1,
110,88,106,65.00,1647172734847,36,10.78,1,
109,89,106,67.00,1647172735388,37,10.71,1,
109,89,106,68.00,1647172735927,37,10.71,1,
106,88,106,70.00,1647172736469,38,10.65,1,
110,88,108,71.00,1647172737006,38,10.78,1,
106,87,108,72.00,1647172737817,39,10.65,1,
106,87,108,75.00,1647172738358,40,10.65,1,
106,88,109,77.00,1647172738899,40,10.65,1,
109,88,109,78.00,1647172739436,41,10.71,1,
109,89,109,80.00,1647172739978,41,10.71,1,
109,88,109,81.00,1647172740793,42,10.71,1,
111,88,109,84.00,1647172741329,43,10.78,1,
110,87,109,86.00,1647172741866,43,10.78,1,
108,87,109,87.00,1647172742409,44,10.71,1,
106,88,112,89.00,1647172742949,44,10.65,1,
106,88,112,90.00,1647172743757,45,10.65,1,
106,89,112,93.00,1647172744299,45,10.65,1,
110,88,113,95.00,1647172745108,46,10.78,1,
108,88,114,97.00,1647172745921,47,10.71,1,
109,88,114,99.00,1647172746456,48,10.71,1,
110,89,114,101.00,1647172746999,48,10.78,1,
110,90,114,102.00,1647172747536,49,10.78,1,
110,90,116,104.00,1647172748079,49,10.78,1,
108,89,116,106.00,1647172748620,50,10.71,1,
109,89,116,107.00,1647172749157,50,10.71,1,
109,90,118,108.00,1647172749696,51,10.71,1,
109,90,118,110.00,1647172750241,51,10.71,1,
110,90,118,112.00,1647172750776,52,10.78,1,
109,89,118,114.00,1647172751320,53,10.71,1,
111,88,120,116.00,1647172751858,53,10.78,1,
108,88,120,117.00,1647172752396,54,10.71,1,
108,89,120,119.00,1647172752940,54,10.71,1,
108,90,120,120.00,1647172753478,55,10.71,1,
106,90,123,122.00,1647172754019,55,10.65,1,
110,90,123,123.00,1647172754832,56,10.78,1,
111,88,123,126.00,1647172755366,57,10.78,1,
110,87,125,128.00,1647172755914,57,10.78,1,
110,87,125,129.00,1647172756446,58,10.78,1,
110,86,126,130.00,1647172756989,58,10.78,1,
109,87,126,132.00,1647172757529,59,10.71,1,
106,86,128,134.00,1647172758070,59,10.65,1,
106,85,128,135.00,1647172758609,60,10.65,1,
111,84,128,137.00,1647172759146,60,10.78,1,
111,84,128,139.00,1647172759687,61,10.78,1,
113,85,131,140.00,1647172760228,61,10.84,1,
110,87,132,142.00,1647172760765,62,10.78,1,
110,88,132,143.00,1647172761308,62,10.78,1,
110,88,132,145.00,1647172761849,63,10.78,1,
110,87,132,147.00,1647172762386,64,10.78,1,
110,87,134,148.00,1647172762929,64,10.78,1,
108,88,134,150.00,1647172763467,65,10.71,1,
108,88,134,151.00,1647172764006,65,10.71,1,
108,87,134,153.00,1647172764548,66,10.71,1,
108,86,136,154.00,1647172765092,66,10.71,1,
109,87,136,157.00,1647172765626,67,10.71,1,
106,87,137,158.00,1647172766167,67,10.65,1,
106,87,137,160.00,1647172766705,68,10.65,1,
106,86,139,161.00,1647172767252,68,10.65,1,
105,86,139,162.00,1647172767784,69,10.59,1,
106,87,139,165.00,1647172768325,70,10.65,1,
106,89,139,166.00,1647172768867,70,10.65,1,
108,88,139,168.00,1647172769407,71,10.71,1,
108,86,140,169.00,1647172769949,71,10.71,1,
106,84,140,171.00,1647172770488,72,10.65,1,
110,84,140,172.00,1647172771027,72,10.78,1,
111,85,140,174.00,1647172771568,73,10.78,1,
111,86,136,176.00,1647172772107,73,10.78,1,
111,86,136,177.00,1647172772646,74,10.78,1,
110,86,136,179.00,1647172773187,74,10.78,1,
109,86,135,180.00,1647172773726,75,10.71,1,
109,86,135,182.00,1647172774266,75,10.71,1,
109,86,135,183.00,1647172774811,76,10.71,1,
109,86,135,186.00,1647172775346,77,10.71,1,
106,86,131,187.00,1647172775887,77,10.65,1,
108,86,131,188.00,1647172776430,78,10.71,1,
108,86,131,190.00,1647172776966,78,10.71,1,
109,86,131,191.00,1647172777507,79,10.71,1,
109,86,131,193.00,1647172778047,79,10.71,1,
109,87,131,195.00,1647172778586,80,10.71,1,
108,87,131,197.00,1647172779398,80,10.71,1,
108,87,131,199.00,1647172779937,81,10.71,1,
108,87,131,200.00,1647172780478,82,10.71,1,
108,87,131,202.00,1647172781017,82,10.71,1,
106,88,131,203.00,1647172781558,83,10.65,1,
108,87,131,206.00,1647172782097,83,10.71,1,
109,87,131,207.00,1647172782635,84,10.71,1,
109,87,132,208.00,1647172783179,84,10.71,1,
109,87,132,210.00,1647172783714,85,10.71,1,
106,87,132,211.00,1647172784256,85,10.65,1,
106,86,131,213.00,1647172784797,86,10.65,1,
106,86,131,215.00,1647172785337,87,10.65,1,
106,87,131,217.00,1647172785878,87,10.65,1,
109,87,131,218.00,1647172786418,88,10.71,1,
108,87,131,220.00,1647172786957,88,10.71,1,
108,87,131,221.00,1647172787496,89,10.71,1,
108,86,131,223.00,1647172788037,89,10.71,1,
108,86,131,225.00,1647172788577,90,10.71,1,
110,86,131,226.00,1647172789119,90,10.78,1,
108,87,131,228.00,1647172789653,91,10.71,1,
110,86,132,229.00,1647172790195,91,10.78,1,
110,86,132,231.00,1647172790741,92,10.78,1,
109,85,132,232.00,1647172791279,92,10.71,1,
109,86,132,234.00,1647172791816,93,10.71,1,
106,86,132,236.00,1647172792356,94,10.65,1,
106,87,132,237.00,1647172792897,94,10.65,1,
106,87,132,239.00,1647172793438,95,10.65,1,
105,87,132,240.00,1647172793977,95,10.59,1,
106,87,132,242.00,1647172794516,96,10.65,1,
106,87,133,243.00,1647172795057,96,10.65,1,
109,86,133,246.00,1647172795601,97,10.71,1,
109,85,133,247.00,1647172796139,97,10.71,1,
108,85,133,249.00,1647172796673,98,10.71,1,
108,86,134,249.00,1647172797217,98,10.71,1,
110,86,134,252.00,1647172797754,99,10.78,1,
110,87,134,253.00,1647172798297,99,10.78,1,
110,86,133,255.00,1647172798838,100,10.78,1,
108,86,133,257.00,1647172799376,101,10.71,1,
109,85,133,258.00,1647172799918,101,10.71,1,
109,85,133,260.00,1647172800456,102,10.71,1,
106,86,132,261.00,1647172800999,102,10.65,1,
105,86,132,263.00,1647172801540,103,10.59,1,
106,86,131,265.00,1647172802078,103,10.65,1,
109,86,131,266.00,1647172802618,104,10.71,1,
109,87,128,268.00,1647172803157,104,10.71,1,
106,88,128,269.00,1647172803694,105,10.65,1,
108,87,128,271.00,1647172804238,105,10.71,1,
108,86,127,272.00,1647172804782,106,10.71,1,
108,86,127,274.00,1647172805318,107,10.71,1,
108,86,128,276.00,1647172805857,107,10.71,1,
106,86,128,277.00,1647172806396,108,10.65,1,
108,86,128,279.00,1647172806936,108,10.71,1,
108,86,128,280.00,1647172807479,109,10.71,1,
108,86,129,282.00,1647172808018,109,10.71,1,
110,86,129,283.00,1647172808560,110,10.78,1,
109,85,129,286.00,1647172809099,110,10.71,1,
110,86,129,287.00,1647172809640,111,10.78,1,
110,86,130,289.00,1647172810179,111,10.78,1,
108,86,130,290.00,1647172810713,112,10.71,1,
110,87,131,292.00,1647172811258,112,10.78,1,
106,86,131,293.00,1647172811797,113,10.65,1,
108,85,131,295.00,1647172812336,114,10.71,1,
108,85,131,296.00,1647172812882,114,10.71,1,
106,85,131,298.00,1647172813416,115,10.65,1,
108,85,133,300.00,1647172813958,115,10.71,1,
108,86,133,301.00,1647172814496,116,10.71,1,
108,86,133,303.00,1647172815039,116,10.71,1,
109,86,134,305.00,1647172815946,117,10.71,1,
112,86,134,308.00,1647172816654,118,10.84,1,
112,87,134,309.00,1647172817196,118,10.84,1,
108,87,135,311.00,1647172817734,119,10.71,1,
106,87,135,312.00,1647172818276,119,10.65,1,
106,86,135,315.00,1647172818815,120,10.65,1,
106,85,135,315.00,1647172819360,120,10.65,1,
109,86,135,318.00,1647172819971,121,10.71,1,
110,86,135,320.00,1647172820706,122,10.78,1,
106,85,135,321.00,1647172821248,122,10.65,1,
106,85,135,322.00,1647172821792,123,10.65,1,
109,85,135,325.00,1647172822327,124,10.71,1,
106,85,135,326.00,1647172822866,124,10.65,1,
106,86,135,328.00,1647172823406,125,10.65,1,
109,86,134,329.00,1647172823946,125,10.71,1,
109,86,134,331.00,1647172824487,126,10.71,1,
110,86,134,332.00,1647172825028,126,10.78,1,
108,86,134,335.00,1647172825566,127,10.71,1,
108,85,135,336.00,1647172826106,127,10.71,1,
109,85,135,338.00,1647172826646,128,10.71,1,
106,82,135,339.00,1647172827187,128,10.65,1,
106,77,136,341.00,1647172827724,129,10.65,1,
110,80,136,342.00,1647172828266,129,10.78,1,
108,83,137,344.00,1647172828806,130,10.71,1,
108,86,137,346.00,1647172829346,131,10.71,1,
106,88,137,347.00,1647172829886,131,10.65,1,
106,84,137,349.00,1647172830430,132,10.65,1,
109,85,137,350.00,1647172830967,132,10.71,1,
110,85,137,352.00,1647172831506,133,10.78,1,
110,86,137,353.00,1647172832049,133,10.78,1,
111,86,137,355.00,1647172832586,134,10.78,1,
109,86,136,357.00,1647172833127,134,10.71,1,
109,85,136,358.00,1647172833665,135,10.71,1,
109,85,136,360.00,1647172834206,135,10.71,1,
109,85,136,361.00,1647172834746,136,10.71,1,
110,85,136,363.00,1647172835287,136,10.78,1,
110,85,136,365.00,1647172835827,137,10.78,1,
110,85,136,367.00,1647172836370,138,10.78,1,
109,85,136,368.00,1647172836905,138,10.71,1,
109,85,136,370.00,1647172837447,139,10.71,1,
108,85,134,371.00,1647172837989,139,10.71,1,
106,85,134,373.00,1647172838528,140,10.65,1,
109,85,134,375.00,1647172839066,140,10.71,1,
109,85,134,376.00,1647172839606,141,10.71,1,
109,85,136,378.00,1647172840148,141,10.71,1,
111,85,136,379.00,1647172840683,142,10.78,1,
110,85,136,381.00,1647172841229,142,10.78,1,
110,84,136,382.00,1647172841765,143,10.78,1,
109,84,136,384.00,1647172842309,143,10.71,1,
108,84,136,386.00,1647172842847,144,10.71,1,
110,84,136,387.00,1647172843385,145,10.78,1,
110,84,136,389.00,1647172843929,145,10.78,1,
109,84,136,390.00,1647172844466,146,10.71,1,
109,85,136,392.00,1647172845005,146,10.71,1,
108,84,136,393.00,1647172845546,147,10.71,1,
109,85,139,396.00,1647172846085,147,10.71,1,
109,86,139,397.00,1647172846625,148,10.71,1,
108,85,139,399.00,1647172847165,148,10.71,1,
109,85,140,400.00,1647172847759,149,10.71,1,
108,85,140,402.00,1647172848514,150,10.71,1,
108,85,141,404.00,1647172849056,150,10.71,1,
109,84,141,406.00,1647172849593,151,10.71,1,
109,83,141,408.00,1647172850134,151,10.71,1,
111,82,141,409.00,1647172850674,152,10.78,1,
112,82,141,411.00,1647172851219,152,10.84,1,
112,82,141,412.00,1647172851755,153,10.84,1,
113,82,141,414.00,1647172852296,153,10.84,1,
112,82,141,416.00,1647172852841,154,10.84,1,
110,81,141,417.00,1647172853380,155,10.78,1,
110,82,140,419.00,1647172853920,155,10.78,1,
109,81,140,420.00,1647172854455,156,10.71,1,
112,81,140,422.00,1647172855000,156,10.84,1,
112,81,140,423.00,1647172855539,157,10.84,1,
111,81,141,425.00,1647172856078,157,10.78,1,
111,83,141,427.00,1647172856619,158,10.78,1,
109,84,141,428.00,1647172857428,158,10.71,1,
109,84,139,431.00,1647172857967,159,10.71,1,
108,83,139,432.00,1647172858507,160,10.71,1,
108,82,139,434.00,1647172859045,160,10.71,1,
110,82,139,436.00,1647172859585,161,10.78,1,
110,82,140,437.00,1647172860126,161,10.78,1,
111,83,140,439.00,1647172860665,162,10.78,1,
111,83,140,440.00,1647172861206,162,10.78,1,
110,83,140,442.00,1647172861745,163,10.78,1,
109,83,144,443.00,1647172862289,163,10.71,1,
108,83,144,446.00,1647172862830,164,10.71,1,
109,83,144,447.00,1647172863369,165,10.71,1,
109,83,145,449.00,1647172863908,165,10.71,1,
109,84,145,450.00,1647172864446,166,10.71,1,
110,83,145,452.00,1647172864986,166,10.78,1,
110,83,145,453.00,1647172865528,167,10.78,1,
108,82,145,455.00,1647172866066,167,10.71,1,
108,82,145,457.00,1647172866606,168,10.71,1,
110,83,147,458.00,1647172867149,168,10.78,1,
110,83,147,460.00,1647172867689,169,10.78,1,
111,83,147,461.00,1647172868225,169,10.78,1,
108,84,147,463.00,1647172868765,170,10.71,1,
108,83,149,464.00,1647172869308,170,10.71,1,
108,84,149,466.00,1647172869845,171,10.71,1,
108,84,149,468.00,1647172870387,172,10.71,1,
111,84,146,469.00,1647172870926,172,10.78,1,
112,85,146,471.00,1647172871465,173,10.84,1,
112,85,146,472.00,1647172872008,173,10.84,1,
110,83,146,474.00,1647172872548,174,10.78,1,
111,84,145,476.00,1647172873087,174,10.78,1,
111,85,145,478.00,1647172873626,175,10.78,1,
110,85,147,479.00,1647172874166,175,10.78,1,
110,86,147,481.00,1647172874706,176,10.78,1,
110,84,147,482.00,1647172875246,176,10.78,1,
109,83,147,484.00,1647172875784,177,10.71,1,
110,82,147,486.00,1647172876326,178,10.78,1,
110,82,147,487.00,1647172876866,178,10.78,1,
111,83,147,489.00,1647172877408,179,10.78,1,
111,83,147,490.00,1647172877947,179,10.78,1,
111,82,147,492.00,1647172878486,180,10.78,1,
110,82,147,493.00,1647172879025,180,10.78,1,
109,82,147,496.00,1647172879566,181,10.71,1,
108,83,148,497.00,1647172880108,181,10.71,1,
108,83,148,499.00,1647172880643,182,10.71,1,
108,82,148,500.00,1647172881186,182,10.71,1,
109,82,148,501.00,1647172881736,183,10.71,1,
110,83,148,503.00,1647172882264,183,10.78,1,
110,83,149,504.00,1647172882824,184,10.78,1,
109,84,149,507.00,1647172883344,185,10.71,1,
109,83,149,508.00,1647172884155,185,10.71,1,
109,83,144,510.00,1647172884966,186,10.71,1,
111,83,144,513.00,1647172885509,187,10.78,1,
111,83,144,514.00,1647172886048,187,10.78,1,
111,84,144,516.00,1647172886587,188,10.78,1,
110,83,142,518.00,1647172887125,188,10.78,1,
110,83,142,519.00,1647172887669,189,10.78,1,
110,82,142,521.00,1647172888207,189,10.78,1,
108,82,142,522.00,1647172888802,190,10.71,1,
109,83,142,525.00,1647172889557,191,10.71,1,
110,83,142,527.00,1647172890095,191,10.78,1,
110,83,142,528.00,1647172890636,192,10.78,1,
110,83,142,530.00,1647172891176,192,10.78,1,
110,83,142,531.00,1647172891715,193,10.78,1,
110,83,140,533.00,1647172892256,193,10.78,1,
110,83,140,534.00,1647172892797,194,10.78,1,
109,84,140,537.00,1647172893335,195,10.71,1,
112,83,140,537.00,1647172893877,195,10.84,1,
110,83,140,539.00,1647172894416,196,10.78,1,
110,83,140,541.00,1647172894955,196,10.78,1,
112,83,140,543.00,1647172895496,197,10.84,1,
111,83,141,544.00,1647172896036,197,10.78,1,
111,83,141,545.00,1647172896578,197,10.78,1,
112,83,141,548.00,1647172897117,198,10.84,1,
112,83,141,549.00,1647172897653,199,10.84,1,
113,82,141,551.00,1647172898197,199,10.84,1,
112,82,141,552.00,1647172898734,200,10.84,1,
112,83,141,554.00,1647172899274,200,10.84,1,
112,83,141,555.00,1647172899816,201,10.84,1,
111,84,141,558.00,1647172900355,202,10.78,1,
113,84,146,559.00,1647172900896,202,10.84,1,
113,84,146,561.00,1647172901435,203,10.84,1,
112,84,146,562.00,1647172901976,203,10.84,1,
113,83,149,564.00,1647172902787,204,10.84,1,
114,82,149,567.00,1647172903325,205,10.91,1,
114,82,149,568.00,1647172903866,205,10.91,1,
115,83,149,570.00,1647172904408,206,10.91,1,
115,84,150,571.00,1647172904949,206,10.91,1,
115,85,150,573.00,1647172905486,207,10.91,1,
114,85,151,574.00,1647172906026,207,10.91,1,
113,84,151,576.00,1647172906566,208,10.84,1,
113,83,151,578.00,1647172907107,208,10.84,1,
112,83,151,579.00,1647172907646,209,10.84,1,
112,83,152,581.00,1647172908186,209,10.84,1,
111,83,152,582.00,1647172908723,210,10.78,1,
111,82,153,584.00,1647172909266,210,10.78,1,
112,82,153,585.00,1647172909805,211,10.84,1,
112,82,153,588.00,1647172910343,212,10.84,1,
113,83,153,589.00,1647172910886,212,10.84,1,
113,82,153,591.00,1647172911425,213,10.84,1,
113,82,153,592.00,1647172911965,213,10.84,1,
113,82,153,594.00,1647172912506,214,10.84,1,
113,82,154,595.00,1647172913046,214,10.84,1,
112,82,154,597.00,1647172913585,215,10.84,1,
112,82,158,599.00,1647172914125,215,10.84,1,
112,83,158,600.00,1647172914663,216,10.84,1,
110,83,158,602.00,1647172915205,216,10.78,1,
110,82,159,603.00,1647172915754,217,10.78,1,
108,82,159,605.00,1647172916286,217,10.71,1,
110,82,159,607.00,1647172916825,218,10.78,1,
111,82,159,609.00,1647172917374,219,10.78,1,
111,82,159,610.00,1647172917906,219,10.78,1,
112,82,159,612.00,1647172918446,220,10.84,1,
112,82,159,613.00,1647172918986,220,10.84,1,
112,84,159,615.00,1647172919527,221,10.84,1,
110,85,160,617.00,1647172920066,221,10.78,1,
110,86,160,618.00,1647172920606,222,10.78,1,
111,85,160,620.00,1647172921146,222,10.78,1,
112,84,160,621.00,1647172921684,223,10.84,1,
112,83,158,623.00,1647172922226,223,10.84,1,
112,82,158,624.00,1647172922763,224,10.84,1,
111,82,158,626.00,1647172923307,224,10.78,1,
111,82,158,628.00,1647172923873,225,10.78,1,
111,82,158,630.00,1647172924385,226,10.78,1,
108,82,158,631.00,1647172924927,226,10.71,1,
110,82,158,633.00,1647172925466,227,10.78,1,
113,83,160,634.00,1647172926005,227,10.84,1,
113,84,160,635.00,1647172926547,227,10.84,1,
112,84,160,638.00,1647172927086,228,10.84,1,
110,85,160,639.00,1647172927625,229,10.78,1,
111,84,160,641.00,1647172928168,229,10.78,1,
111,82,160,642.00,1647172928705,230,10.78,1,
110,82,160,644.00,1647172929245,230,10.78,1,
111,82,161,645.00,1647172929787,231,10.78,1,
112,83,161,648.00,1647172930326,232,10.84,1,
112,84,161,649.00,1647172930866,232,10.84,1,
112,84,161,651.00,1647172931405,233,10.84,1,
110,84,162,652.00,1647172931946,233,10.78,1,
111,83,162,654.00,1647172932486,234,10.78,1,
111,83,164,655.00,1647172933025,234,10.78,1,
110,84,164,657.00,1647172933566,235,10.78,1,
110,84,164,659.00,1647172934106,235,10.78,1,
109,84,164,660.00,1647172934644,236,10.71,1,
110,84,166,662.00,1647172935456,236,10.78,1,
111,83,166,664.00,1647172935996,237,10.78,1,
111,83,166,665.00,1647172936537,237,10.78,1,
112,83,166,668.00,1647172937076,238,10.84,1,
111,83,166,669.00,1647172937615,239,10.78,1,
113,84,165,671.00,1647172938156,239,10.84,1,
113,84,165,672.00,1647172938694,240,10.84,1,
112,84,165,674.00,1647172939236,240,10.84,1,
111,84,164,675.00,1647172939775,241,10.78,1,
112,84,164,678.00,1647172940316,242,10.84,1,
112,84,163,679.00,1647172940857,242,10.84,1,
112,84,163,681.00,1647172941395,243,10.84,1,
110,85,163,682.00,1647172942205,243,10.78,1,
110,85,162,684.00,1647172942744,244,10.78,1,
111,85,162,686.00,1647172943284,244,10.78,1,
111,85,162,688.00,1647172943825,245,10.78,1,
110,84,162,690.00,1647172944366,246,10.78,1,
110,84,162,691.00,1647172944906,246,10.78,1,
112,84,162,693.00,1647172945446,247,10.84,1,
110,84,163,694.00,1647172945985,247,10.78,1,
110,85,163,696.00,1647172946525,248,10.78,1,
109,84,163,698.00,1647172947337,248,10.71,1,
110,84,163,700.00,1647172947886,249,10.78,1,
110,83,163,701.00,1647172948417,250,10.78,1,
111,83,163,703.00,1647172948955,250,10.78,1,
110,83,163,704.00,1647172949495,251,10.78,1,
110,83,157,706.00,1647172950036,251,10.78,1,
109,83,157,708.00,1647172950575,252,10.71,1,
108,83,157,710.00,1647172951116,252,10.71,1,
110,83,157,711.00,1647172951653,253,10.78,1,
110,84,154,712.00,1647172952197,253,10.78,1,
109,84,154,714.00,1647172952735,254,10.71,1,
109,83,154,716.00,1647172953274,254,10.71,1,
109,82,154,718.00,1647172954088,255,10.71,1,
111,83,154,720.00,1647172954625,256,10.78,1,
111,83,154,722.00,1647172955166,256,10.78,1,
111,83,154,723.00,1647172955705,257,10.78,1,
110,83,154,725.00,1647172956245,257,10.78,1,
109,83,156,726.00,1647172957056,258,10.71,1,
110,83,156,729.00,1647172957596,259,10.78,1,
109,84,156,731.00,1647172958135,259,10.71,1,
109,84,156,732.00,1647172958676,260,10.71,1,
109,84,156,734.00,1647172959216,260,10.71,1,
110,84,156,735.00,1647172960027,261,10.78,1,
111,84,156,738.00,1647172960565,262,10.78,1,
111,83,154,739.00,1647172961106,262,10.78,1,
110,83,154,741.00,1647172961645,263,10.78,1,
110,83,154,742.00,1647172962188,263,10.78,1,
110,83,154,744.00,1647172962723,264,10.78,1,
109,83,153,745.00,1647172963267,264,10.71,1,
109,84,153,747.00,1647172963807,265,10.71,1,
109,83,153,749.00,1647172964346,266,10.71,1,
109,82,153,751.00,1647172964885,266,10.71,1,
109,82,153,752.00,1647172965425,267,10.71,1,
110,82,153,754.00,1647172965966,267,10.78,1,
110,83,153,755.00,1647172966506,268,10.78,1,
109,84,153,757.00,1647172967047,268,10.71,1,
109,84,153,759.00,1647172967585,269,10.71,1,
108,84,154,760.00,1647172968125,269,10.71,1,
108,83,154,762.00,1647172968664,270,10.71,1,
109,83,154,763.00,1647172969206,270,10.71,1,
110,83,156,765.00,1647172969784,271,10.78,1,
110,84,156,767.00,1647172970554,272,10.78,1,
109,84,160,769.00,1647172971095,272,10.71,1,
108,83,160,771.00,1647172971636,273,10.71,1,
108,83,160,772.00,1647172972177,273,10.71,1,
106,83,160,774.00,1647172972715,274,10.65,1,
110,83,160,775.00,1647172973256,274,10.78,1,
110,82,160,777.00,1647172973795,275,10.78,1,
111,83,160,779.00,1647172974334,276,10.78,1,
108,83,159,780.00,1647172974876,276,10.71,1,
108,82,159,782.00,1647172975417,277,10.71,1,
108,81,159,783.00,1647172975957,277,10.71,1,
106,81,159,785.00,1647172976495,278,10.65,1,
108,82,158,786.00,1647172977035,278,10.71,1,
109,82,158,789.00,1647172977575,279,10.71,1,
109,82,158,790.00,1647172978115,279,10.71,1,
109,82,158,792.00,1647172978654,280,10.71,1,
109,83,161,793.00,1647172979195,280,10.71,1,
109,84,161,795.00,1647172979733,281,10.71,1,
109,84,161,796.00,1647172980276,281,10.71,1,
106,84,162,798.00,1647172980817,282,10.65,1,
109,83,162,800.00,1647172981355,283,10.71,1,
109,83,157,801.00,1647172981897,283,10.71,1,
109,82,157,803.00,1647172982436,284,10.71,1,
109,82,157,804.00,1647172982975,284,10.71,1,
110,82,157,806.00,1647172983518,285,10.78,1,
111,83,152,807.00,1647172984058,285,10.78,1,
111,83,152,809.00,1647172984595,286,10.78,1,
111,83,152,811.00,1647172985135,286,10.78,1,
111,82,152,812.00,1647172985673,287,10.78,1,
109,82,151,814.00,1647172986214,287,10.71,1,
109,84,151,815.00,1647172986755,288,10.71,1,
108,84,151,817.00,1647172987296,288,10.71,1,
111,83,149,819.00,1647172987834,289,10.78,1,
111,83,149,821.00,1647172988376,290,10.78,1,
111,84,149,822.00,1647172988916,290,10.78,1,
109,85,149,824.00,1647172989785,291,10.71,1,
108,85,149,827.00,1647172990536,292,10.71,1,
108,83,149,829.00,1647172991076,292,10.71,1,
108,81,149,830.00,1647172991615,293,10.71,1,
109,81,150,832.00,1647172992154,293,10.71,1,
111,81,150,833.00,1647172992693,294,10.78,1,
111,82,150,835.00,1647172993236,294,10.78,1,
111,82,150,836.00,1647172993776,295,10.78,1,
110,82,150,838.00,1647172994317,296,10.78,1,
106,82,150,840.00,1647172994855,296,10.65,1,
106,82,150,841.00,1647172995396,297,10.65,1,
106,82,149,843.00,1647172995937,297,10.65,1,
